index,C_electricity_price [$/MWh],C_demand [MW]
10/02/2017 19:05,284.36,0
10/02/2017 19:10,284.36,0
10/02/2017 19:15,284.36,0
10/02/2017 19:20,284.36,0.000222631
10/02/2017 19:25,284.36,0
10/02/2017 19:30,300.29,0
10/02/2017 19:35,300.29,0.001578238
10/02/2017 19:40,300.29,0
10/02/2017 19:45,300.29,0.000680787
10/02/2017 19:50,300.29,0.000449107
10/02/2017 19:55,300.29,0.000188103
10/02/2017 20:00,268.5,0
10/02/2017 20:05,268.5,0
10/02/2017 20:10,268.5,0
10/02/2017 20:15,268.5,0.000455924
10/02/2017 20:20,268.5,0
10/02/2017 20:25,268.5,0.000851102
10/02/2017 20:30,271.31,0.000208757
10/02/2017 20:35,271.31,0
10/02/2017 20:40,271.31,0
10/02/2017 20:45,271.31,0
10/02/2017 20:50,271.31,0
10/02/2017 20:55,271.31,0.000100345
10/02/2017 21:00,303.19,0
10/02/2017 21:05,303.19,0.000825179
10/02/2017 21:10,303.19,0.00081849
10/02/2017 21:15,303.19,0
10/02/2017 21:20,303.19,0.000871556
10/02/2017 21:25,303.19,0
10/02/2017 21:30,220.17,0
10/02/2017 21:35,220.17,0
10/02/2017 21:40,220.17,7.20E-05
10/02/2017 21:45,220.17,0
10/02/2017 21:50,220.17,0
10/02/2017 21:55,220.17,0.000135305
10/02/2017 22:00,320.36,0
10/02/2017 22:05,320.36,0
10/02/2017 22:10,320.36,0
10/02/2017 22:15,320.36,0
10/02/2017 22:20,320.36,0.000430999
10/02/2017 22:25,320.36,9.95E-05
10/02/2017 22:30,252.09,0
10/02/2017 22:35,252.09,0
10/02/2017 22:40,252.09,0
10/02/2017 22:45,252.09,0
10/02/2017 22:50,252.09,0
10/02/2017 22:55,252.09,0
10/02/2017 23:00,196.34,0.001532924
10/02/2017 23:05,196.34,5.23E-05
10/02/2017 23:10,196.34,5.19E-06
10/02/2017 23:15,196.34,0
10/02/2017 23:20,196.34,1.00E-06
10/02/2017 23:25,196.34,0
10/02/2017 23:30,177.41,7.74E-07
10/02/2017 23:35,177.41,0
10/02/2017 23:40,177.41,0
10/02/2017 23:45,177.41,0
10/02/2017 23:50,177.41,0
10/02/2017 23:55,177.41,0.000850499
11/02/2017 00:00,124.88,0.000271482
11/02/2017 00:05,124.88,0.000335935
11/02/2017 00:10,124.88,0
11/02/2017 00:15,124.88,0.000276809
11/02/2017 00:20,124.88,6.06E-05
11/02/2017 00:25,124.88,0.000420703
11/02/2017 00:30,150.51,0.000711103
11/02/2017 00:35,150.51,0.000397454
11/02/2017 00:40,150.51,0
11/02/2017 00:45,150.51,2.55E-05
11/02/2017 00:50,150.51,0
11/02/2017 00:55,150.51,4.05E-05
11/02/2017 01:00,171.86,0
11/02/2017 01:05,171.86,5.51E-05
11/02/2017 01:10,171.86,0.000108406
11/02/2017 01:15,171.86,0.000215466
11/02/2017 01:20,171.86,0
11/02/2017 01:25,171.86,0
11/02/2017 01:30,199.99,0.00081867
11/02/2017 01:35,199.99,0
11/02/2017 01:40,199.99,0.000914464
11/02/2017 01:45,199.99,0
11/02/2017 01:50,199.99,0
11/02/2017 01:55,199.99,0
11/02/2017 02:00,188,0.000137031
11/02/2017 02:05,188,0
11/02/2017 02:10,188,0.000550202
11/02/2017 02:15,188,0
11/02/2017 02:20,188,0
11/02/2017 02:25,188,0.000188331
11/02/2017 02:30,192.87,0
11/02/2017 02:35,192.87,0
11/02/2017 02:40,192.87,0.000235171
11/02/2017 02:45,192.87,1.21E-05
11/02/2017 02:50,192.87,0.000298432
11/02/2017 02:55,192.87,0.000254945
11/02/2017 03:00,143.05,0.000198106
11/02/2017 03:05,143.05,0.000474821
11/02/2017 03:10,143.05,0.000161952
11/02/2017 03:15,143.05,0.000113426
11/02/2017 03:20,143.05,0
11/02/2017 03:25,143.05,0
11/02/2017 03:30,112.53,9.12E-05
11/02/2017 03:35,112.53,0.000451544
11/02/2017 03:40,112.53,3.98E-05
11/02/2017 03:45,112.53,0.00179059
11/02/2017 03:50,112.53,0
11/02/2017 03:55,112.53,0
11/02/2017 04:00,134.73,0
11/02/2017 04:05,134.73,0.00092183
11/02/2017 04:10,134.73,0
11/02/2017 04:15,134.73,0
11/02/2017 04:20,134.73,0.000290338
11/02/2017 04:25,134.73,0.000112631
11/02/2017 04:30,111.17,0
11/02/2017 04:35,111.17,0.00014711
11/02/2017 04:40,111.17,0
11/02/2017 04:45,111.17,0
11/02/2017 04:50,111.17,5.03E-05
11/02/2017 04:55,111.17,0.000162236
11/02/2017 05:00,111.31,0
11/02/2017 05:05,111.31,3.47E-05
11/02/2017 05:10,111.31,0.002287132
11/02/2017 05:15,111.31,0
11/02/2017 05:20,111.31,0.00096669
11/02/2017 05:25,111.31,0.000197642
11/02/2017 05:30,87.82,0
11/02/2017 05:35,87.82,6.84E-05
11/02/2017 05:40,87.82,0.000439285
11/02/2017 05:45,87.82,0.000141867
11/02/2017 05:50,87.82,0.000269191
11/02/2017 05:55,87.82,0.000719505
11/02/2017 06:00,95.52,0
11/02/2017 06:05,95.52,0.000157983
11/02/2017 06:10,95.52,0.000711035
11/02/2017 06:15,95.52,0
11/02/2017 06:20,95.52,0.000394026
11/02/2017 06:25,95.52,0.00117236
11/02/2017 06:30,116.19,0.001526989
11/02/2017 06:35,116.19,0.001399706
11/02/2017 06:40,116.19,0
11/02/2017 06:45,116.19,0.001698784
11/02/2017 06:50,116.19,0.000307216
11/02/2017 06:55,116.19,0.00059091
11/02/2017 07:00,141.63,0.002447609
11/02/2017 07:05,141.63,0
11/02/2017 07:10,141.63,0.000669496
11/02/2017 07:15,141.63,0.000276681
11/02/2017 07:20,141.63,0.00029276
11/02/2017 07:25,141.63,0.000181458
11/02/2017 07:30,126.69,0
11/02/2017 07:35,126.69,0.00045176
11/02/2017 07:40,126.69,0.001358128
11/02/2017 07:45,126.69,0
11/02/2017 07:50,126.69,0.000512665
11/02/2017 07:55,126.69,8.61E-06
11/02/2017 08:00,149.55,0
11/02/2017 08:05,149.55,0.000459802
11/02/2017 08:10,149.55,0.00019673
11/02/2017 08:15,149.55,0
11/02/2017 08:20,149.55,0.000983043
11/02/2017 08:25,149.55,0.000424936
11/02/2017 08:30,170.5,0
11/02/2017 08:35,170.5,0.000246853
11/02/2017 08:40,170.5,0
11/02/2017 08:45,170.5,9.86E-05
11/02/2017 08:50,170.5,0
11/02/2017 08:55,170.5,0
11/02/2017 09:00,173.94,0
11/02/2017 09:05,173.94,0
11/02/2017 09:10,173.94,0
11/02/2017 09:15,173.94,0
11/02/2017 09:20,173.94,0
11/02/2017 09:25,173.94,0.000173562
11/02/2017 09:30,219.97,0
11/02/2017 09:35,219.97,3.88E-05
11/02/2017 09:40,219.97,0.00026907
11/02/2017 09:45,219.97,0.000101406
11/02/2017 09:50,219.97,0
11/02/2017 09:55,219.97,0
11/02/2017 10:00,219.76,0
11/02/2017 10:05,219.76,0.000656552
11/02/2017 10:10,219.76,0.001038281
11/02/2017 10:15,219.76,0
11/02/2017 10:20,219.76,0
11/02/2017 10:25,219.76,0
11/02/2017 10:30,242.64,0
11/02/2017 10:35,242.64,7.16E-05
11/02/2017 10:40,242.64,0.001907848
11/02/2017 10:45,242.64,0.000901675
11/02/2017 10:50,242.64,0
11/02/2017 10:55,242.64,0
11/02/2017 11:00,190,0
11/02/2017 11:05,190,0
11/02/2017 11:10,190,0.00018886
11/02/2017 11:15,190,0.000679992
11/02/2017 11:20,190,0
11/02/2017 11:25,190,0
11/02/2017 11:30,136.05,0.001174469
11/02/2017 11:35,136.05,0.000931943
11/02/2017 11:40,136.05,7.54E-05
11/02/2017 11:45,136.05,0.000213503
11/02/2017 11:50,136.05,0
11/02/2017 11:55,136.05,0.000227247
11/02/2017 12:00,98.96,0.001002838
11/02/2017 12:05,98.96,4.86E-05
11/02/2017 12:10,98.96,0.000251201
11/02/2017 12:15,98.96,0
11/02/2017 12:20,98.96,0.00041171
11/02/2017 12:25,98.96,0
11/02/2017 12:30,77.61,0
11/02/2017 12:35,77.61,0.000944483
11/02/2017 12:40,77.61,0.000286377
11/02/2017 12:45,77.61,0
11/02/2017 12:50,77.61,0
11/02/2017 12:55,77.61,0
11/02/2017 13:00,88.44,0
11/02/2017 13:05,88.44,3.64E-05
11/02/2017 13:10,88.44,0
11/02/2017 13:15,88.44,0
11/02/2017 13:20,88.44,0
11/02/2017 13:25,88.44,0
11/02/2017 13:30,117.26,0.000614567
11/02/2017 13:35,117.26,0.000367303
11/02/2017 13:40,117.26,7.73E-05
11/02/2017 13:45,117.26,0.001357773
11/02/2017 13:50,117.26,0
11/02/2017 13:55,117.26,0
11/02/2017 14:00,124.94,0.00188187
11/02/2017 14:05,124.94,0.001496463
11/02/2017 14:10,124.94,0.00052519
11/02/2017 14:15,124.94,0
11/02/2017 14:20,124.94,0.000677641
11/02/2017 14:25,124.94,0.0016605
11/02/2017 14:30,107.34,0
11/02/2017 14:35,107.34,6.84E-05
11/02/2017 14:40,107.34,0
11/02/2017 14:45,107.34,0.000727222
11/02/2017 14:50,107.34,0
11/02/2017 14:55,107.34,0.000911151
11/02/2017 15:00,69.24,0.000750565
11/02/2017 15:05,69.24,0.000129536
11/02/2017 15:10,69.24,0
11/02/2017 15:15,69.24,0.001565141
11/02/2017 15:20,69.24,0.000735713
11/02/2017 15:25,69.24,0.000646058
11/02/2017 15:30,119.66,0.00011525
11/02/2017 15:35,119.66,0.001879547
11/02/2017 15:40,119.66,0.001320153
11/02/2017 15:45,119.66,0.000519106
11/02/2017 15:50,119.66,0.000214912
11/02/2017 15:55,119.66,0
11/02/2017 16:00,124.99,0.002967504
11/02/2017 16:05,124.99,0.000437564
11/02/2017 16:10,124.99,0.00063794
11/02/2017 16:15,124.99,0
11/02/2017 16:20,124.99,0.001655031
11/02/2017 16:25,124.99,0
11/02/2017 16:30,124.99,0
11/02/2017 16:35,124.99,0.001066434
11/02/2017 16:40,124.99,0
11/02/2017 16:45,124.99,0.001941759
11/02/2017 16:50,124.99,0
11/02/2017 16:55,124.99,0.000354429
11/02/2017 17:00,127.61,0.00046333
11/02/2017 17:05,127.61,0
11/02/2017 17:10,127.61,0.001453026
11/02/2017 17:15,127.61,0
11/02/2017 17:20,127.61,0
11/02/2017 17:25,127.61,0.000747615
11/02/2017 17:30,116.95,0
11/02/2017 17:35,116.95,0.001258041
11/02/2017 17:40,116.95,0.002780019
11/02/2017 17:45,116.95,1.68E-06
11/02/2017 17:50,116.95,0.000275589
11/02/2017 17:55,116.95,0.001770212
11/02/2017 18:00,124.94,0
11/02/2017 18:05,124.94,0.000106359
11/02/2017 18:10,124.94,0
11/02/2017 18:15,124.94,1.00E-05
11/02/2017 18:20,124.94,0.001313006
11/02/2017 18:25,124.94,0.000804718
11/02/2017 18:30,97.89,0.003023806
11/02/2017 18:35,97.89,0
11/02/2017 18:40,97.89,0
11/02/2017 18:45,97.89,0.000508137
11/02/2017 18:50,97.89,0.000679044
11/02/2017 18:55,97.89,0.000176872
11/02/2017 19:00,124.99,0.00104462
11/02/2017 19:05,124.99,0.001079526
11/02/2017 19:10,124.99,0
11/02/2017 19:15,124.99,0.000108764
11/02/2017 19:20,124.99,0.000613049
11/02/2017 19:25,124.99,0.001001397
11/02/2017 19:30,124.99,0.000883444
11/02/2017 19:35,124.99,0.001166807
11/02/2017 19:40,124.99,0
11/02/2017 19:45,124.99,0.001475263
11/02/2017 19:50,124.99,0
11/02/2017 19:55,124.99,0.001426797
11/02/2017 20:00,71.52,0
11/02/2017 20:05,71.52,0
11/02/2017 20:10,71.52,0.001363754
11/02/2017 20:15,71.52,0.001390837
11/02/2017 20:20,71.52,0
11/02/2017 20:25,71.52,0.001074872
11/02/2017 20:30,18.23,0.000161793
11/02/2017 20:35,18.23,0
11/02/2017 20:40,18.23,0.000138672
11/02/2017 20:45,18.23,0.000206613
11/02/2017 20:50,18.23,0
11/02/2017 20:55,18.23,0.001050122
11/02/2017 21:00,65.79,0.000409427
11/02/2017 21:05,65.79,0
11/02/2017 21:10,65.79,0.000299904
11/02/2017 21:15,65.79,0.000175925
11/02/2017 21:20,65.79,0
11/02/2017 21:25,65.79,0
11/02/2017 21:30,79.82,0.000572858
11/02/2017 21:35,79.82,0.000198334
11/02/2017 21:40,79.82,0.000397534
11/02/2017 21:45,79.82,0.000122783
11/02/2017 21:50,79.82,0.000488328
11/02/2017 21:55,79.82,0
11/02/2017 22:00,77.81,0.000159768
11/02/2017 22:05,77.81,0
11/02/2017 22:10,77.81,1.19E-05
11/02/2017 22:15,77.81,0.000136065
11/02/2017 22:20,77.81,0.000184176
11/02/2017 22:25,77.81,0
11/02/2017 22:30,158.5,9.65E-05
11/02/2017 22:35,158.5,0.000368926
11/02/2017 22:40,158.5,0.000454528
11/02/2017 22:45,158.5,0
11/02/2017 22:50,158.5,0.000131798
11/02/2017 22:55,158.5,0.000387704
11/02/2017 23:00,173.64,0.001692456
11/02/2017 23:05,173.64,5.56E-05
11/02/2017 23:10,173.64,0
11/02/2017 23:15,173.64,0
11/02/2017 23:20,173.64,0
11/02/2017 23:25,173.64,0
11/02/2017 23:30,137.05,0.000458366
11/02/2017 23:35,137.05,0.000242434
11/02/2017 23:40,137.05,0.003748348
11/02/2017 23:45,137.05,0.000214591
11/02/2017 23:50,137.05,0
11/02/2017 23:55,137.05,0
12/02/2017 00:00,80.51,0.000651694
12/02/2017 00:05,80.51,0
12/02/2017 00:10,80.51,0.000140468
12/02/2017 00:15,80.51,0.0002846
12/02/2017 00:20,80.51,0.000460522
12/02/2017 00:25,80.51,0.000812537
12/02/2017 00:30,73.36,0
12/02/2017 00:35,73.36,0.000314533
12/02/2017 00:40,73.36,0
12/02/2017 00:45,73.36,0
12/02/2017 00:50,73.36,0
12/02/2017 00:55,73.36,0
12/02/2017 01:00,64.94,0
12/02/2017 01:05,64.94,0
12/02/2017 01:10,64.94,0.000302436
12/02/2017 01:15,64.94,0.000439039
12/02/2017 01:20,64.94,0.000296507
12/02/2017 01:25,64.94,0
12/02/2017 01:30,53.26,0.001266784
12/02/2017 01:35,53.26,0
12/02/2017 01:40,53.26,0.000294245
12/02/2017 01:45,53.26,0.000363091
12/02/2017 01:50,53.26,0.000420555
12/02/2017 01:55,53.26,0.000118235
12/02/2017 02:00,221.02,9.18E-05
12/02/2017 02:05,221.02,8.08E-05
12/02/2017 02:10,221.02,0
12/02/2017 02:15,221.02,6.68E-05
12/02/2017 02:20,221.02,0.000362519
12/02/2017 02:25,221.02,0.000430974
12/02/2017 02:30,73.71,5.46E-05
12/02/2017 02:35,73.71,7.59E-05
12/02/2017 02:40,73.71,0
12/02/2017 02:45,73.71,0.000220445
12/02/2017 02:50,73.71,0.000387579
12/02/2017 02:55,73.71,0
12/02/2017 03:00,71.35,0
12/02/2017 03:05,71.35,0.000292902
12/02/2017 03:10,71.35,0.000145862
12/02/2017 03:15,71.35,8.17E-05
12/02/2017 03:20,71.35,0
12/02/2017 03:25,71.35,0.00029075
12/02/2017 03:30,72.85,3.14E-05
12/02/2017 03:35,72.85,0.000221741
12/02/2017 03:40,72.85,0.00010145
12/02/2017 03:45,72.85,0
12/02/2017 03:50,72.85,0
12/02/2017 03:55,72.85,0.000401315
12/02/2017 04:00,64.07,0
12/02/2017 04:05,64.07,0.001050267
12/02/2017 04:10,64.07,0
12/02/2017 04:15,64.07,0
12/02/2017 04:20,64.07,5.94E-05
12/02/2017 04:25,64.07,0
12/02/2017 04:30,49.98,0.000237703
12/02/2017 04:35,49.98,0
12/02/2017 04:40,49.98,0
12/02/2017 04:45,49.98,0
12/02/2017 04:50,49.98,1.72E-06
12/02/2017 04:55,49.98,0
12/02/2017 05:00,59.02,0
12/02/2017 05:05,59.02,0.001391453
12/02/2017 05:10,59.02,0.000406849
12/02/2017 05:15,59.02,0.000835464
12/02/2017 05:20,59.02,7.10E-05
12/02/2017 05:25,59.02,0.000173506
12/02/2017 05:30,52.27,3.80E-05
12/02/2017 05:35,52.27,0.000245286
12/02/2017 05:40,52.27,0
12/02/2017 05:45,52.27,0.000230252
12/02/2017 05:50,52.27,0.000242113
12/02/2017 05:55,52.27,0.000528148
12/02/2017 06:00,49.28,4.69E-06
12/02/2017 06:05,49.28,9.13E-05
12/02/2017 06:10,49.28,0.000425309
12/02/2017 06:15,49.28,0
12/02/2017 06:20,49.28,0
12/02/2017 06:25,49.28,0
12/02/2017 06:30,64.63,5.21E-05
12/02/2017 06:35,64.63,0
12/02/2017 06:40,64.63,0
12/02/2017 06:45,64.63,0.000659725
12/02/2017 06:50,64.63,0
12/02/2017 06:55,64.63,0.002801021
12/02/2017 07:00,38.57,0.002383107
12/02/2017 07:05,38.57,0
12/02/2017 07:10,38.57,0.000104717
12/02/2017 07:15,38.57,0
12/02/2017 07:20,38.57,0
12/02/2017 07:25,38.57,0.000235636
12/02/2017 07:30,40.77,0.000834598
12/02/2017 07:35,40.77,0
12/02/2017 07:40,40.77,0
12/02/2017 07:45,40.77,0.000435092
12/02/2017 07:50,40.77,2.62E-05
12/02/2017 07:55,40.77,0.000355485
12/02/2017 08:00,57.57,0.001584145
12/02/2017 08:05,57.57,0.001152618
12/02/2017 08:10,57.57,0.000104987
12/02/2017 08:15,57.57,0
12/02/2017 08:20,57.57,0
12/02/2017 08:25,57.57,0
12/02/2017 08:30,58.4,0
12/02/2017 08:35,58.4,0
12/02/2017 08:40,58.4,0.000418478
12/02/2017 08:45,58.4,0.000150188
12/02/2017 08:50,58.4,0
12/02/2017 08:55,58.4,5.54E-05
12/02/2017 09:00,21.29,3.48E-05
12/02/2017 09:05,21.29,0
12/02/2017 09:10,21.29,0.000136251
12/02/2017 09:15,21.29,0
12/02/2017 09:20,21.29,0.000712504
12/02/2017 09:25,21.29,0
12/02/2017 09:30,14.05,0.000426841
12/02/2017 09:35,14.05,0
12/02/2017 09:40,14.05,1.14E-05
12/02/2017 09:45,14.05,4.07E-05
12/02/2017 09:50,14.05,0
12/02/2017 09:55,14.05,0
12/02/2017 10:00,13.91,0
12/02/2017 10:05,13.91,0.000304657
12/02/2017 10:10,13.91,0
12/02/2017 10:15,13.91,0
12/02/2017 10:20,13.91,0
12/02/2017 10:25,13.91,0
12/02/2017 10:30,8.67,0
12/02/2017 10:35,8.67,0.000640493
12/02/2017 10:40,8.67,0
12/02/2017 10:45,8.67,5.34E-05
12/02/2017 10:50,8.67,0
12/02/2017 10:55,8.67,0.000104199
12/02/2017 11:00,7.5,0
12/02/2017 11:05,7.5,8.02E-05
12/02/2017 11:10,7.5,0.000987991
12/02/2017 11:15,7.5,0
12/02/2017 11:20,7.5,0
12/02/2017 11:25,7.5,0
12/02/2017 11:30,9.9,0.001721757
12/02/2017 11:35,9.9,0
12/02/2017 11:40,9.9,0
12/02/2017 11:45,9.9,0.000259868
12/02/2017 11:50,9.9,0.001953336
12/02/2017 11:55,9.9,0.001099842
12/02/2017 12:00,-8.3,3.96E-05
12/02/2017 12:05,-8.3,0.000121186
12/02/2017 12:10,-8.3,0.000969578
12/02/2017 12:15,-8.3,0
12/02/2017 12:20,-8.3,0
12/02/2017 12:25,-8.3,0.000671214
12/02/2017 12:30,3.54,0.000756346
12/02/2017 12:35,3.54,0.001288041
12/02/2017 12:40,3.54,0.000180871
12/02/2017 12:45,3.54,0.000179246
12/02/2017 12:50,3.54,4.65E-05
12/02/2017 12:55,3.54,0.000427912
12/02/2017 13:00,-0.28,0
12/02/2017 13:05,-0.28,0
12/02/2017 13:10,-0.28,0
12/02/2017 13:15,-0.28,0
12/02/2017 13:20,-0.28,0
12/02/2017 13:25,-0.28,0
12/02/2017 13:30,2.53,0.000146686
12/02/2017 13:35,2.53,0.000219216
12/02/2017 13:40,2.53,0.000341505
12/02/2017 13:45,2.53,0
12/02/2017 13:50,2.53,0
12/02/2017 13:55,2.53,0
12/02/2017 14:00,9.37,0.001410843
12/02/2017 14:05,9.37,0
12/02/2017 14:10,9.37,0
12/02/2017 14:15,9.37,0.001111786
12/02/2017 14:20,9.37,0.000122171
12/02/2017 14:25,9.37,0
12/02/2017 14:30,10.61,0
12/02/2017 14:35,10.61,0.00157614
12/02/2017 14:40,10.61,0.001524772
12/02/2017 14:45,10.61,0
12/02/2017 14:50,10.61,0.000219094
12/02/2017 14:55,10.61,0.000453667
12/02/2017 15:00,7.94,0
12/02/2017 15:05,7.94,0.001531285
12/02/2017 15:10,7.94,0
12/02/2017 15:15,7.94,0.000547669
12/02/2017 15:20,7.94,0
12/02/2017 15:25,7.94,0.0028938
12/02/2017 15:30,14.2,0.000596881
12/02/2017 15:35,14.2,0.001094778
12/02/2017 15:40,14.2,0
12/02/2017 15:45,14.2,0
12/02/2017 15:50,14.2,2.33E-05
12/02/2017 15:55,14.2,0.001853828
12/02/2017 16:00,14.27,0.000996746
12/02/2017 16:05,14.27,0
12/02/2017 16:10,14.27,2.78E-05
12/02/2017 16:15,14.27,0.001277656
12/02/2017 16:20,14.27,0.000442374
12/02/2017 16:25,14.27,0.000290841
12/02/2017 16:30,28.44,0.000373246
12/02/2017 16:35,28.44,0.000816846
12/02/2017 16:40,28.44,0.000406749
12/02/2017 16:45,28.44,0
12/02/2017 16:50,28.44,0.001964015
12/02/2017 16:55,28.44,0.000837928
12/02/2017 17:00,9.57,0
12/02/2017 17:05,9.57,0.002252481
12/02/2017 17:10,9.57,0
12/02/2017 17:15,9.57,0.002259423
12/02/2017 17:20,9.57,0.001239209
12/02/2017 17:25,9.57,0.000572628
12/02/2017 17:30,16.35,0.00114623
12/02/2017 17:35,16.35,0.002379847
12/02/2017 17:40,16.35,0.000436211
12/02/2017 17:45,16.35,0.000507467
12/02/2017 17:50,16.35,0
12/02/2017 17:55,16.35,0.002125305
12/02/2017 18:00,32.12,0
12/02/2017 18:05,32.12,0.003120286
12/02/2017 18:10,32.12,0.00251331
12/02/2017 18:15,32.12,0
12/02/2017 18:20,32.12,0.000614562
12/02/2017 18:25,32.12,0.001774165
12/02/2017 18:30,37.2,0.001463459
12/02/2017 18:35,37.2,6.11E-05
12/02/2017 18:40,37.2,0.001089912
12/02/2017 18:45,37.2,0.001831588
12/02/2017 18:50,37.2,8.74E-05
12/02/2017 18:55,37.2,0
12/02/2017 19:00,45.81,0.000660142
12/02/2017 19:05,45.81,0.001659639
12/02/2017 19:10,45.81,0.00155069
12/02/2017 19:15,45.81,4.45E-06
12/02/2017 19:20,45.81,0.000109436
12/02/2017 19:25,45.81,0
12/02/2017 19:30,53.21,0.000535059
12/02/2017 19:35,53.21,0
12/02/2017 19:40,53.21,0.000764571
12/02/2017 19:45,53.21,0
12/02/2017 19:50,53.21,0.000699033
12/02/2017 19:55,53.21,0
12/02/2017 20:00,57.14,7.15E-05
12/02/2017 20:05,57.14,0
12/02/2017 20:10,57.14,0.001939674
12/02/2017 20:15,57.14,0.000425184
12/02/2017 20:20,57.14,0
12/02/2017 20:25,57.14,0.000665375
12/02/2017 20:30,60.94,0.000411372
12/02/2017 20:35,60.94,3.95E-05
12/02/2017 20:40,60.94,0.000343159
12/02/2017 20:45,60.94,0
12/02/2017 20:50,60.94,0
12/02/2017 20:55,60.94,0
12/02/2017 21:00,55.54,0.002521124
12/02/2017 21:05,55.54,0.000679558
12/02/2017 21:10,55.54,0.000112753
12/02/2017 21:15,55.54,1.36E-05
12/02/2017 21:20,55.54,0
12/02/2017 21:25,55.54,0
12/02/2017 21:30,57.03,0.000626985
12/02/2017 21:35,57.03,7.92E-05
12/02/2017 21:40,57.03,0.000430038
12/02/2017 21:45,57.03,0
12/02/2017 21:50,57.03,0.00036887
12/02/2017 21:55,57.03,0.000219881
12/02/2017 22:00,50.05,0
12/02/2017 22:05,50.05,7.89E-05
12/02/2017 22:10,50.05,0.000229567
12/02/2017 22:15,50.05,0.000183151
12/02/2017 22:20,50.05,0.000142578
12/02/2017 22:25,50.05,0
12/02/2017 22:30,50.55,0.000737246
12/02/2017 22:35,50.55,0
12/02/2017 22:40,50.55,0.000723174
12/02/2017 22:45,50.55,0
12/02/2017 22:50,50.55,4.09E-05
12/02/2017 22:55,50.55,0.000651739
12/02/2017 23:00,33.44,0
12/02/2017 23:05,33.44,0
12/02/2017 23:10,33.44,0
12/02/2017 23:15,33.44,0
12/02/2017 23:20,33.44,0
12/02/2017 23:25,33.44,0
12/02/2017 23:30,45.28,0
12/02/2017 23:35,45.28,0
12/02/2017 23:40,45.28,0
12/02/2017 23:45,45.28,0
12/02/2017 23:50,45.28,0
12/02/2017 23:55,45.28,0.000667202
13/02/2017 00:00,88.04,0
13/02/2017 00:05,88.04,0
13/02/2017 00:10,88.04,0
13/02/2017 00:15,88.04,0.00054632
13/02/2017 00:20,88.04,0.000323323
13/02/2017 00:25,88.04,0
13/02/2017 00:30,87.13,0
13/02/2017 00:35,87.13,0.001263638
13/02/2017 00:40,87.13,0.00057279
13/02/2017 00:45,87.13,0
13/02/2017 00:50,87.13,4.84E-05
13/02/2017 00:55,87.13,0.000605164
13/02/2017 01:00,74.63,0.000862605
13/02/2017 01:05,74.63,0
13/02/2017 01:10,74.63,0
13/02/2017 01:15,74.63,0.000141408
13/02/2017 01:20,74.63,0
13/02/2017 01:25,74.63,0
13/02/2017 01:30,67.66,6.47E-06
13/02/2017 01:35,67.66,0
13/02/2017 01:40,67.66,0
13/02/2017 01:45,67.66,0
13/02/2017 01:50,67.66,0.000348908
13/02/2017 01:55,67.66,0
13/02/2017 02:00,63.56,0.000216185
13/02/2017 02:05,63.56,7.98E-05
13/02/2017 02:10,63.56,0.000522121
13/02/2017 02:15,63.56,0.000339311
13/02/2017 02:20,63.56,0.000344115
13/02/2017 02:25,63.56,0
13/02/2017 02:30,76.61,0
13/02/2017 02:35,76.61,0.000266318
13/02/2017 02:40,76.61,0
13/02/2017 02:45,76.61,0.000504636
13/02/2017 02:50,76.61,0
13/02/2017 02:55,76.61,0.000916208
13/02/2017 03:00,75.1,9.00E-05
13/02/2017 03:05,75.1,0.000166492
13/02/2017 03:10,75.1,0
13/02/2017 03:15,75.1,0
13/02/2017 03:20,75.1,0
13/02/2017 03:25,75.1,0.000225932
13/02/2017 03:30,62.74,0
13/02/2017 03:35,62.74,0
13/02/2017 03:40,62.74,0.000246863
13/02/2017 03:45,62.74,0.000581179
13/02/2017 03:50,62.74,4.98E-05
13/02/2017 03:55,62.74,0.000269992
13/02/2017 04:00,66.82,0.000562171
13/02/2017 04:05,66.82,0
13/02/2017 04:10,66.82,0.00072026
13/02/2017 04:15,66.82,0.001069007
13/02/2017 04:20,66.82,0.000256749
13/02/2017 04:25,66.82,0.000412846
13/02/2017 04:30,88.45,3.72E-05
13/02/2017 04:35,88.45,5.50E-05
13/02/2017 04:40,88.45,0
13/02/2017 04:45,88.45,0
13/02/2017 04:50,88.45,0
13/02/2017 04:55,88.45,0
13/02/2017 05:00,132.09,0
13/02/2017 05:05,132.09,0
13/02/2017 05:10,132.09,0
13/02/2017 05:15,132.09,0.000769782
13/02/2017 05:20,132.09,0.000815698
13/02/2017 05:25,132.09,0.000110571
13/02/2017 05:30,162.74,0.000267214
13/02/2017 05:35,162.74,0.000230097
13/02/2017 05:40,162.74,0.000282487
13/02/2017 05:45,162.74,0
13/02/2017 05:50,162.74,0.000561194
13/02/2017 05:55,162.74,0.000491416
13/02/2017 06:00,119.4,0.00038845
13/02/2017 06:05,119.4,0.000395274
13/02/2017 06:10,119.4,0
13/02/2017 06:15,119.4,0.000222913
13/02/2017 06:20,119.4,0
13/02/2017 06:25,119.4,0
13/02/2017 06:30,107.44,0.000657211
13/02/2017 06:35,107.44,0
13/02/2017 06:40,107.44,0
13/02/2017 06:45,107.44,0.000738223
13/02/2017 06:50,107.44,0
13/02/2017 06:55,107.44,0.00026354
13/02/2017 07:00,103.15,0
13/02/2017 07:05,103.15,0.002057878
