index,C_forecast_electricity_price_hh_0 [$/MWh],C_forecast_electricity_price_hh_1 [$/MWh],C_forecast_electricity_price_hh_2 [$/MWh],C_forecast_electricity_price_hh_3 [$/MWh],C_demand [MW]
2017-02-09 07:30:00,160.16,256.37,317.15,336.05,721.1532868141319
2017-02-09 07:35:00,160.16,256.37,317.15,336.05,1241.3493680479585
2017-02-09 07:40:00,160.16,256.37,317.15,336.05,0.0
2017-02-09 07:45:00,160.16,256.37,317.15,336.05,88.93682964090141
2017-02-09 07:50:00,160.16,256.37,317.15,336.05,0.0
2017-02-09 07:55:00,160.16,256.37,317.15,336.05,561.0305439644187
2017-02-09 08:00:00,256.37,317.15,336.05,165.34,0.0
2017-02-09 08:05:00,256.37,317.15,336.05,165.34,0.0
2017-02-09 08:10:00,256.37,317.15,336.05,165.34,0.0
2017-02-09 08:15:00,256.37,317.15,336.05,165.34,121.05505009086262
2017-02-09 08:20:00,256.37,317.15,336.05,165.34,0.0
2017-02-09 08:25:00,256.37,317.15,336.05,165.34,0.0
2017-02-09 08:30:00,317.15,336.05,165.34,320.72,0.0
2017-02-09 08:35:00,317.15,336.05,165.34,320.72,0.0
2017-02-09 08:40:00,317.15,336.05,165.34,320.72,0.0
2017-02-09 08:45:00,317.15,336.05,165.34,320.72,0.0
2017-02-09 08:50:00,317.15,336.05,165.34,320.72,565.5067281207766
2017-02-09 08:55:00,317.15,336.05,165.34,320.72,34.06962174025782
2017-02-09 09:00:00,336.05,165.34,320.72,427.02,0.0
2017-02-09 09:05:00,336.05,165.34,320.72,427.02,0.0
2017-02-09 09:10:00,336.05,165.34,320.72,427.02,0.0
2017-02-09 09:15:00,336.05,165.34,320.72,427.02,221.8811565581811
2017-02-09 09:20:00,336.05,165.34,320.72,427.02,0.0
2017-02-09 09:25:00,336.05,165.34,320.72,427.02,0.0
2017-02-09 09:30:00,165.34,320.72,427.02,423.25,291.4768054896
2017-02-09 09:35:00,165.34,320.72,427.02,423.25,68.84748408603095
2017-02-09 09:40:00,165.34,320.72,427.02,423.25,210.5410489287997
2017-02-09 09:45:00,165.34,320.72,427.02,423.25,67.14142649823239
2017-02-09 09:50:00,165.34,320.72,427.02,423.25,0.0
2017-02-09 09:55:00,165.34,320.72,427.02,423.25,0.0
2017-02-09 10:00:00,320.72,427.02,423.25,362.87,0.0
2017-02-09 10:05:00,320.72,427.02,423.25,362.87,379.95642313324475
2017-02-09 10:10:00,320.72,427.02,423.25,362.87,213.35371494991668
2017-02-09 10:15:00,320.72,427.02,423.25,362.87,657.6795241243487
2017-02-09 10:20:00,320.72,427.02,423.25,362.87,63.26372075014426
2017-02-09 10:25:00,320.72,427.02,423.25,362.87,0.0
2017-02-09 10:30:00,427.02,423.25,362.87,337.7,5.758924532828015
2017-02-09 10:35:00,427.02,423.25,362.87,337.7,143.37849918419136
2017-02-09 10:40:00,427.02,423.25,362.87,337.7,346.64880202958864
2017-02-09 10:45:00,427.02,423.25,362.87,337.7,0.0
2017-02-09 10:50:00,427.02,423.25,362.87,337.7,0.0
2017-02-09 10:55:00,427.02,423.25,362.87,337.7,372.47308775362313
2017-02-09 11:00:00,423.25,362.87,337.7,338.8,0.0
2017-02-09 11:05:00,423.25,362.87,337.7,338.8,0.0
2017-02-09 11:10:00,423.25,362.87,337.7,338.8,2010.7230827959509
2017-02-09 11:15:00,423.25,362.87,337.7,338.8,0.0
2017-02-09 11:20:00,423.25,362.87,337.7,338.8,0.0
2017-02-09 11:25:00,423.25,362.87,337.7,338.8,2039.9003164866065
2017-02-09 11:30:00,362.87,337.7,338.8,349.83,824.7324460098935
2017-02-09 11:35:00,362.87,337.7,338.8,349.83,0.0
2017-02-09 11:40:00,362.87,337.7,338.8,349.83,77.01760703961884
2017-02-09 11:45:00,362.87,337.7,338.8,349.83,0.0
2017-02-09 11:50:00,362.87,337.7,338.8,349.83,532.9224053020382
2017-02-09 11:55:00,362.87,337.7,338.8,349.83,0.0
2017-02-09 12:00:00,337.7,338.8,349.83,350.74,0.0
2017-02-09 12:05:00,337.7,338.8,349.83,350.74,131.58306539545003
2017-02-09 12:10:00,337.7,338.8,349.83,350.74,316.6090321211869
2017-02-09 12:15:00,337.7,338.8,349.83,350.74,0.0
2017-02-09 12:20:00,337.7,338.8,349.83,350.74,0.0
2017-02-09 12:25:00,337.7,338.8,349.83,350.74,0.0
2017-02-09 12:30:00,338.8,349.83,350.74,267.81,150.1385360723736
2017-02-09 12:35:00,338.8,349.83,350.74,267.81,0.0
2017-02-09 12:40:00,338.8,349.83,350.74,267.81,656.2025507144997
2017-02-09 12:45:00,338.8,349.83,350.74,267.81,191.79171295767583
2017-02-09 12:50:00,338.8,349.83,350.74,267.81,143.3999082895829
2017-02-09 12:55:00,338.8,349.83,350.74,267.81,0.0
2017-02-09 13:00:00,349.83,350.74,267.81,266.7,0.0
2017-02-09 13:05:00,349.83,350.74,267.81,266.7,0.0
2017-02-09 13:10:00,349.83,350.74,267.81,266.7,0.0
2017-02-09 13:15:00,349.83,350.74,267.81,266.7,0.0
2017-02-09 13:20:00,349.83,350.74,267.81,266.7,0.0
2017-02-09 13:25:00,349.83,350.74,267.81,266.7,0.0
2017-02-09 13:30:00,350.74,267.81,266.7,299.8,1281.873797886971
2017-02-09 13:35:00,350.74,267.81,266.7,299.8,191.6703409737208
2017-02-09 13:40:00,350.74,267.81,266.7,299.8,143.9838078692219
2017-02-09 13:45:00,350.74,267.81,266.7,299.8,0.0
2017-02-09 13:50:00,350.74,267.81,266.7,299.8,1077.7412534809187
2017-02-09 13:55:00,350.74,267.81,266.7,299.8,1149.804591479355
2017-02-09 14:00:00,267.81,266.7,299.8,285.32,0.0
2017-02-09 14:05:00,267.81,266.7,299.8,285.32,286.1771583873366
2017-02-09 14:10:00,267.81,266.7,299.8,285.32,1059.5651755656995
2017-02-09 14:15:00,267.81,266.7,299.8,285.32,0.0
2017-02-09 14:20:00,267.81,266.7,299.8,285.32,0.0
2017-02-09 14:25:00,267.81,266.7,299.8,285.32,1165.6139369506595
2017-02-09 14:30:00,266.7,299.8,285.32,2481.17,0.0
2017-02-09 14:35:00,266.7,299.8,285.32,2481.17,433.80463095136696
2017-02-09 14:40:00,266.7,299.8,285.32,2481.17,1175.0156797938412
2017-02-09 14:45:00,266.7,299.8,285.32,2481.17,233.7410801798643
2017-02-09 14:50:00,266.7,299.8,285.32,2481.17,114.08956965470614
2017-02-09 14:55:00,266.7,299.8,285.32,2481.17,1042.8941821394656
2017-02-09 15:00:00,299.8,285.32,2481.17,6755.0,720.7310631276123
2017-02-09 15:05:00,299.8,285.32,2481.17,6755.0,252.42731060313625
2017-02-09 15:10:00,299.8,285.32,2481.17,6755.0,239.16193559540343
2017-02-09 15:15:00,299.8,285.32,2481.17,6755.0,0.0
2017-02-09 15:20:00,299.8,285.32,2481.17,6755.0,1244.1094482778024
2017-02-09 15:25:00,299.8,285.32,2481.17,6755.0,0.0
2017-02-09 15:30:00,285.32,2481.17,6755.0,8957.71,2163.764394591024
2017-02-09 15:35:00,285.32,2481.17,6755.0,8957.71,515.5476465236068
2017-02-09 15:40:00,285.32,2481.17,6755.0,8957.71,311.4060447931754
2017-02-09 15:45:00,285.32,2481.17,6755.0,8957.71,0.0
2017-02-09 15:50:00,285.32,2481.17,6755.0,8957.71,0.0
2017-02-09 15:55:00,285.32,2481.17,6755.0,8957.71,801.0431902477522
2017-02-09 16:00:00,2481.17,6755.0,8957.71,132.72,1202.9132529320023
2017-02-09 16:05:00,2481.17,6755.0,8957.71,132.72,0.0
2017-02-09 16:10:00,2481.17,6755.0,8957.71,132.72,0.0
2017-02-09 16:15:00,2481.17,6755.0,8957.71,132.72,273.59444462581627
2017-02-09 16:20:00,2481.17,6755.0,8957.71,132.72,60.01523965415722
2017-02-09 16:25:00,2481.17,6755.0,8957.71,132.72,0.0
2017-02-09 16:30:00,6755.0,8957.71,132.72,9509.52,1366.3943229754586
2017-02-09 16:35:00,6755.0,8957.71,132.72,9509.52,869.9272591503772
2017-02-09 16:40:00,6755.0,8957.71,132.72,9509.52,1236.911180052542
2017-02-09 16:45:00,6755.0,8957.71,132.72,9509.52,333.4507508586856
2017-02-09 16:50:00,6755.0,8957.71,132.72,9509.52,1779.416696439245
2017-02-09 16:55:00,6755.0,8957.71,132.72,9509.52,1836.0600707105536
2017-02-09 17:00:00,8957.71,132.72,9509.52,412.69,995.9401207487725
2017-02-09 17:05:00,8957.71,132.72,9509.52,412.69,793.2973729192344
2017-02-09 17:10:00,8957.71,132.72,9509.52,412.69,0.0
2017-02-09 17:15:00,8957.71,132.72,9509.52,412.69,1579.1037565093402
2017-02-09 17:20:00,8957.71,132.72,9509.52,412.69,1807.6768908224437
2017-02-09 17:25:00,8957.71,132.72,9509.52,412.69,714.171323527922
2017-02-09 17:30:00,132.72,9509.52,412.69,579.7,0.0
2017-02-09 17:35:00,132.72,9509.52,412.69,579.7,0.0
2017-02-09 17:40:00,132.72,9509.52,412.69,579.7,0.0
2017-02-09 17:45:00,132.72,9509.52,412.69,579.7,746.5427410543939
2017-02-09 17:50:00,132.72,9509.52,412.69,579.7,1505.754955019499
2017-02-09 17:55:00,132.72,9509.52,412.69,579.7,0.0
2017-02-09 18:00:00,9509.52,412.69,579.7,232.69,3725.2937681764506
2017-02-09 18:05:00,9509.52,412.69,579.7,232.69,1771.8836327278852
2017-02-09 18:10:00,9509.52,412.69,579.7,232.69,1012.5108926889658
2017-02-09 18:15:00,9509.52,412.69,579.7,232.69,2583.1000487138226
2017-02-09 18:20:00,9509.52,412.69,579.7,232.69,875.4883354512712
2017-02-09 18:25:00,9509.52,412.69,579.7,232.69,894.9910831909441
2017-02-09 18:30:00,412.69,579.7,232.69,187.65,0.0
2017-02-09 18:35:00,412.69,579.7,232.69,187.65,821.8813535335063
2017-02-09 18:40:00,412.69,579.7,232.69,187.65,0.0
2017-02-09 18:45:00,412.69,579.7,232.69,187.65,1404.1714234138626
2017-02-09 18:50:00,412.69,579.7,232.69,187.65,137.77566483782417
2017-02-09 18:55:00,412.69,579.7,232.69,187.65,0.0
2017-02-09 19:00:00,579.7,232.69,187.65,190.21,0.0
2017-02-09 19:05:00,579.7,232.69,187.65,190.21,0.0
2017-02-09 19:10:00,579.7,232.69,187.65,190.21,253.90661409112286
2017-02-09 19:15:00,579.7,232.69,187.65,190.21,20.88617037968522
2017-02-09 19:20:00,579.7,232.69,187.65,190.21,701.0439593837651
2017-02-09 19:25:00,579.7,232.69,187.65,190.21,0.0
2017-02-09 19:30:00,232.69,187.65,190.21,254.4,0.0
2017-02-09 19:35:00,232.69,187.65,190.21,254.4,269.1725601318699
2017-02-09 19:40:00,232.69,187.65,190.21,254.4,332.553548309162
2017-02-09 19:45:00,232.69,187.65,190.21,254.4,0.0
2017-02-09 19:50:00,232.69,187.65,190.21,254.4,550.9185422291923
2017-02-09 19:55:00,232.69,187.65,190.21,254.4,0.0
2017-02-09 20:00:00,187.65,190.21,254.4,124.99,791.3682430595164
2017-02-09 20:05:00,187.65,190.21,254.4,124.99,251.22983996575874
2017-02-09 20:10:00,187.65,190.21,254.4,124.99,305.30976960791804
2017-02-09 20:15:00,187.65,190.21,254.4,124.99,812.4312081740071
2017-02-09 20:20:00,187.65,190.21,254.4,124.99,1065.1281063926162
2017-02-09 20:25:00,187.65,190.21,254.4,124.99,0.0
2017-02-09 20:30:00,190.21,254.4,124.99,182.62,243.59485534066104
2017-02-09 20:35:00,190.21,254.4,124.99,182.62,0.0
2017-02-09 20:40:00,190.21,254.4,124.99,182.62,317.63730561222513
2017-02-09 20:45:00,190.21,254.4,124.99,182.62,89.12093485536087
2017-02-09 20:50:00,190.21,254.4,124.99,182.62,0.0
2017-02-09 20:55:00,190.21,254.4,124.99,182.62,563.2995903237594
2017-02-09 21:00:00,254.4,124.99,182.62,198.36,0.0
2017-02-09 21:05:00,254.4,124.99,182.62,198.36,654.2847666205447
2017-02-09 21:10:00,254.4,124.99,182.62,198.36,612.1903186245424
2017-02-09 21:15:00,254.4,124.99,182.62,198.36,819.151221016813
2017-02-09 21:20:00,254.4,124.99,182.62,198.36,0.0
2017-02-09 21:25:00,254.4,124.99,182.62,198.36,298.77579600204035
2017-02-09 21:30:00,124.99,182.62,198.36,126.11,1502.7308927661911
2017-02-09 21:35:00,124.99,182.62,198.36,126.11,237.55747059327018
2017-02-09 21:40:00,124.99,182.62,198.36,126.11,454.84509337415284
2017-02-09 21:45:00,124.99,182.62,198.36,126.11,689.9548406473691
2017-02-09 21:50:00,124.99,182.62,198.36,126.11,0.0
2017-02-09 21:55:00,124.99,182.62,198.36,126.11,661.9661981501057
2017-02-09 22:00:00,182.62,198.36,126.11,106.27,0.0
2017-02-09 22:05:00,182.62,198.36,126.11,106.27,278.1076212964716
2017-02-09 22:10:00,182.62,198.36,126.11,106.27,248.8483490363384
2017-02-09 22:15:00,182.62,198.36,126.11,106.27,141.18083829227282
2017-02-09 22:20:00,182.62,198.36,126.11,106.27,712.7005008680662
2017-02-09 22:25:00,182.62,198.36,126.11,106.27,267.12414455260745
2017-02-09 22:30:00,198.36,126.11,106.27,104.9,0.0
2017-02-09 22:35:00,198.36,126.11,106.27,104.9,508.0144683583528
2017-02-09 22:40:00,198.36,126.11,106.27,104.9,231.2973187893985
2017-02-09 22:45:00,198.36,126.11,106.27,104.9,0.0
2017-02-09 22:50:00,198.36,126.11,106.27,104.9,0.0
2017-02-09 22:55:00,198.36,126.11,106.27,104.9,970.7913056466377
2017-02-09 23:00:00,126.11,106.27,104.9,127.82,460.7059510974498
2017-02-09 23:05:00,126.11,106.27,104.9,127.82,111.54340240874949
2017-02-09 23:10:00,126.11,106.27,104.9,127.82,0.0
2017-02-09 23:15:00,126.11,106.27,104.9,127.82,0.0
2017-02-09 23:20:00,126.11,106.27,104.9,127.82,1.2633961658069242
2017-02-09 23:25:00,126.11,106.27,104.9,127.82,0.0
2017-02-09 23:30:00,106.27,104.9,127.82,154.88,0.0
2017-02-09 23:35:00,106.27,104.9,127.82,154.88,0.0
2017-02-09 23:40:00,106.27,104.9,127.82,154.88,384.83662791651534
2017-02-09 23:45:00,106.27,104.9,127.82,154.88,20.808489126848237
2017-02-09 23:50:00,106.27,104.9,127.82,154.88,746.0913815106665
2017-02-09 23:55:00,106.27,104.9,127.82,154.88,0.0
2017-02-10 00:00:00,104.9,127.82,154.88,189.62,169.3034646021117
2017-02-10 00:05:00,104.9,127.82,154.88,189.62,0.0
2017-02-10 00:10:00,104.9,127.82,154.88,189.62,0.0
2017-02-10 00:15:00,104.9,127.82,154.88,189.62,892.3153645995598
2017-02-10 00:20:00,104.9,127.82,154.88,189.62,0.0
2017-02-10 00:25:00,104.9,127.82,154.88,189.62,618.4312124104464
2017-02-10 00:30:00,127.82,154.88,189.62,164.93,0.0
2017-02-10 00:35:00,127.82,154.88,189.62,164.93,0.0
2017-02-10 00:40:00,127.82,154.88,189.62,164.93,0.0
2017-02-10 00:45:00,127.82,154.88,189.62,164.93,0.0
2017-02-10 00:50:00,127.82,154.88,189.62,164.93,131.8900060415199
2017-02-10 00:55:00,127.82,154.88,189.62,164.93,0.0
2017-02-10 01:00:00,154.88,189.62,164.93,127.03,721.3561458717332
2017-02-10 01:05:00,154.88,189.62,164.93,127.03,0.0
2017-02-10 01:10:00,154.88,189.62,164.93,127.03,0.0
2017-02-10 01:15:00,154.88,189.62,164.93,127.03,147.08160308581813
2017-02-10 01:20:00,154.88,189.62,164.93,127.03,0.0
2017-02-10 01:25:00,154.88,189.62,164.93,127.03,4.98689403999615
2017-02-10 01:30:00,189.62,164.93,127.03,116.92,951.1287250044335
2017-02-10 01:35:00,189.62,164.93,127.03,116.92,1218.6234015110726
2017-02-10 01:40:00,189.62,164.93,127.03,116.92,393.91695429766435
2017-02-10 01:45:00,189.62,164.93,127.03,116.92,620.4181622452255
2017-02-10 01:50:00,189.62,164.93,127.03,116.92,0.0
2017-02-10 01:55:00,189.62,164.93,127.03,116.92,0.0
2017-02-10 02:00:00,164.93,127.03,116.92,116.66,384.23015782942235
2017-02-10 02:05:00,164.93,127.03,116.92,116.66,0.0
2017-02-10 02:10:00,164.93,127.03,116.92,116.66,422.8619448707409
2017-02-10 02:15:00,164.93,127.03,116.92,116.66,0.0
2017-02-10 02:20:00,164.93,127.03,116.92,116.66,0.0
2017-02-10 02:25:00,164.93,127.03,116.92,116.66,0.0
2017-02-10 02:30:00,127.03,116.92,116.66,139.22,233.03652319567883
2017-02-10 02:35:00,127.03,116.92,116.66,139.22,73.66443408025617
2017-02-10 02:40:00,127.03,116.92,116.66,139.22,97.22985903091448
2017-02-10 02:45:00,127.03,116.92,116.66,139.22,346.3059009061069
2017-02-10 02:50:00,127.03,116.92,116.66,139.22,0.0
2017-02-10 02:55:00,127.03,116.92,116.66,139.22,341.50340464849563
2017-02-10 03:00:00,116.92,116.66,139.22,103.88,326.5485395255135
2017-02-10 03:05:00,116.92,116.66,139.22,103.88,10.78540504031723
2017-02-10 03:10:00,116.92,116.66,139.22,103.88,89.8163488784115
2017-02-10 03:15:00,116.92,116.66,139.22,103.88,76.89014761488677
2017-02-10 03:20:00,116.92,116.66,139.22,103.88,0.0
2017-02-10 03:25:00,116.92,116.66,139.22,103.88,0.0
2017-02-10 03:30:00,116.66,139.22,103.88,145.66,102.60216793136033
2017-02-10 03:35:00,116.66,139.22,103.88,145.66,0.0
2017-02-10 03:40:00,116.66,139.22,103.88,145.66,532.8277870324529
2017-02-10 03:45:00,116.66,139.22,103.88,145.66,15.92198339451868
2017-02-10 03:50:00,116.66,139.22,103.88,145.66,638.2388345545974
2017-02-10 03:55:00,116.66,139.22,103.88,145.66,0.0
2017-02-10 04:00:00,139.22,103.88,145.66,149.5,1728.3267291373884
2017-02-10 04:05:00,139.22,103.88,145.66,149.5,241.64075186427456
2017-02-10 04:10:00,139.22,103.88,145.66,149.5,1231.451845415181
2017-02-10 04:15:00,139.22,103.88,145.66,149.5,766.8655856765704
2017-02-10 04:20:00,139.22,103.88,145.66,149.5,92.18314413827393
2017-02-10 04:25:00,139.22,103.88,145.66,149.5,0.0
2017-02-10 04:30:00,103.88,145.66,149.5,183.36,0.0
2017-02-10 04:35:00,103.88,145.66,149.5,183.36,31.13099743146895
2017-02-10 04:40:00,103.88,145.66,149.5,183.36,0.0
2017-02-10 04:45:00,103.88,145.66,149.5,183.36,0.0
2017-02-10 04:50:00,103.88,145.66,149.5,183.36,0.0
2017-02-10 04:55:00,103.88,145.66,149.5,183.36,0.0
2017-02-10 05:00:00,145.66,149.5,183.36,232.7,0.0
2017-02-10 05:05:00,145.66,149.5,183.36,232.7,1258.4400654497908
2017-02-10 05:10:00,145.66,149.5,183.36,232.7,956.0864654345318
2017-02-10 05:15:00,145.66,149.5,183.36,232.7,0.0
2017-02-10 05:20:00,145.66,149.5,183.36,232.7,597.6749590915125
2017-02-10 05:25:00,145.66,149.5,183.36,232.7,0.0
2017-02-10 05:30:00,149.5,183.36,232.7,137.31,190.54267627200383
2017-02-10 05:35:00,149.5,183.36,232.7,137.31,0.0
2017-02-10 05:40:00,149.5,183.36,232.7,137.31,0.0
2017-02-10 05:45:00,149.5,183.36,232.7,137.31,240.3591303798597
2017-02-10 05:50:00,149.5,183.36,232.7,137.31,0.0
2017-02-10 05:55:00,149.5,183.36,232.7,137.31,9.3515777988009
2017-02-10 06:00:00,183.36,232.7,137.31,144.32,706.8142647028978
2017-02-10 06:05:00,183.36,232.7,137.31,144.32,891.0338731967577
2017-02-10 06:10:00,183.36,232.7,137.31,144.32,257.5322771522119
2017-02-10 06:15:00,183.36,232.7,137.31,144.32,0.0
2017-02-10 06:20:00,183.36,232.7,137.31,144.32,0.0
2017-02-10 06:25:00,183.36,232.7,137.31,144.32,617.0100958354002
2017-02-10 06:30:00,232.7,137.31,144.32,280.06,685.7077438845328
2017-02-10 06:35:00,232.7,137.31,144.32,280.06,1678.5193467903644
2017-02-10 06:40:00,232.7,137.31,144.32,280.06,628.5017804825873
2017-02-10 06:45:00,232.7,137.31,144.32,280.06,646.9593193047549
2017-02-10 06:50:00,232.7,137.31,144.32,280.06,206.1743927518834
2017-02-10 06:55:00,232.7,137.31,144.32,280.06,0.0
2017-02-10 07:00:00,137.31,144.32,280.06,188.21,1555.6127839602304
2017-02-10 07:05:00,137.31,144.32,280.06,188.21,1571.9833597631302
2017-02-10 07:10:00,137.31,144.32,280.06,188.21,378.0568086515432
2017-02-10 07:15:00,137.31,144.32,280.06,188.21,60.415923825586965
2017-02-10 07:20:00,137.31,144.32,280.06,188.21,0.0
2017-02-10 07:25:00,137.31,144.32,280.06,188.21,669.5679327314887
2017-02-10 07:30:00,144.32,280.06,188.21,237.0,526.7512803531822
2017-02-10 07:35:00,144.32,280.06,188.21,237.0,1170.1963145652683
2017-02-10 07:40:00,144.32,280.06,188.21,237.0,477.48782618426986
2017-02-10 07:45:00,144.32,280.06,188.21,237.0,491.1244071877752
2017-02-10 07:50:00,144.32,280.06,188.21,237.0,302.08723502743624
2017-02-10 07:55:00,144.32,280.06,188.21,237.0,453.28577364920335
2017-02-10 08:00:00,280.06,188.21,237.0,200.1,0.0
2017-02-10 08:05:00,280.06,188.21,237.0,200.1,184.67171705039905
2017-02-10 08:10:00,280.06,188.21,237.0,200.1,302.1335394480102
2017-02-10 08:15:00,280.06,188.21,237.0,200.1,0.0
2017-02-10 08:20:00,280.06,188.21,237.0,200.1,0.0
2017-02-10 08:25:00,280.06,188.21,237.0,200.1,362.5483514003511
2017-02-10 08:30:00,188.21,237.0,200.1,251.32,78.01580228139318
2017-02-10 08:35:00,188.21,237.0,200.1,251.32,29.512666747507172
2017-02-10 08:40:00,188.21,237.0,200.1,251.32,9.724242127201666
2017-02-10 08:45:00,188.21,237.0,200.1,251.32,142.72196048217975
2017-02-10 08:50:00,188.21,237.0,200.1,251.32,0.0
2017-02-10 08:55:00,188.21,237.0,200.1,251.32,129.57689776841002
2017-02-10 09:00:00,237.0,200.1,251.32,408.24,0.0
2017-02-10 09:05:00,237.0,200.1,251.32,408.24,211.3436117771385
2017-02-10 09:10:00,237.0,200.1,251.32,408.24,337.96919798724696
2017-02-10 09:15:00,237.0,200.1,251.32,408.24,35.100040065694415
2017-02-10 09:20:00,237.0,200.1,251.32,408.24,0.0
2017-02-10 09:25:00,237.0,200.1,251.32,408.24,0.0
2017-02-10 09:30:00,200.1,251.32,408.24,573.89,43.148339938719396
2017-02-10 09:35:00,200.1,251.32,408.24,573.89,0.0
2017-02-10 09:40:00,200.1,251.32,408.24,573.89,0.0
2017-02-10 09:45:00,200.1,251.32,408.24,573.89,0.0
2017-02-10 09:50:00,200.1,251.32,408.24,573.89,0.0
2017-02-10 09:55:00,200.1,251.32,408.24,573.89,0.0
2017-02-10 10:00:00,251.32,408.24,573.89,425.56,0.0
2017-02-10 10:05:00,251.32,408.24,573.89,425.56,200.9282933628224
2017-02-10 10:10:00,251.32,408.24,573.89,425.56,0.0
2017-02-10 10:15:00,251.32,408.24,573.89,425.56,863.8588638731544
2017-02-10 10:20:00,251.32,408.24,573.89,425.56,0.0
2017-02-10 10:25:00,251.32,408.24,573.89,425.56,258.01020857675405
2017-02-10 10:30:00,408.24,573.89,425.56,237.66,227.98427631936184
2017-02-10 10:35:00,408.24,573.89,425.56,237.66,266.36015163477373
2017-02-10 10:40:00,408.24,573.89,425.56,237.66,0.0
2017-02-10 10:45:00,408.24,573.89,425.56,237.66,1579.51069102164
2017-02-10 10:50:00,408.24,573.89,425.56,237.66,470.03074504525995
2017-02-10 10:55:00,408.24,573.89,425.56,237.66,500.83355062586304
2017-02-10 11:00:00,573.89,425.56,237.66,341.1,0.0
2017-02-10 11:05:00,573.89,425.56,237.66,341.1,0.0
2017-02-10 11:10:00,573.89,425.56,237.66,341.1,0.0
2017-02-10 11:15:00,573.89,425.56,237.66,341.1,0.0
2017-02-10 11:20:00,573.89,425.56,237.66,341.1,456.1792160128906
2017-02-10 11:25:00,573.89,425.56,237.66,341.1,0.0
2017-02-10 11:30:00,425.56,237.66,341.1,311.66,488.4213853607631
2017-02-10 11:35:00,425.56,237.66,341.1,311.66,295.0293916330725
2017-02-10 11:40:00,425.56,237.66,341.1,311.66,1300.5777220093992
2017-02-10 11:45:00,425.56,237.66,341.1,311.66,944.4843635003543
2017-02-10 11:50:00,425.56,237.66,341.1,311.66,1395.1212462211945
2017-02-10 11:55:00,425.56,237.66,341.1,311.66,405.30803585089996
2017-02-10 12:00:00,237.66,341.1,311.66,900.2,1009.7155178046353
2017-02-10 12:05:00,237.66,341.1,311.66,900.2,634.2456309099854
2017-02-10 12:10:00,237.66,341.1,311.66,900.2,122.08539934874557
2017-02-10 12:15:00,237.66,341.1,311.66,900.2,0.0
2017-02-10 12:20:00,237.66,341.1,311.66,900.2,320.3791964706166
2017-02-10 12:25:00,237.66,341.1,311.66,900.2,285.3521261844081
2017-02-10 12:30:00,341.1,311.66,900.2,291.01,1203.9998063443559
2017-02-10 12:35:00,341.1,311.66,900.2,291.01,0.0
2017-02-10 12:40:00,341.1,311.66,900.2,291.01,1887.0723437092277
2017-02-10 12:45:00,341.1,311.66,900.2,291.01,0.0
2017-02-10 12:50:00,341.1,311.66,900.2,291.01,0.0
2017-02-10 12:55:00,341.1,311.66,900.2,291.01,10.545017136546214
2017-02-10 13:00:00,311.66,900.2,291.01,258.14,18.937887016107908
2017-02-10 13:05:00,311.66,900.2,291.01,258.14,255.06455925480518
2017-02-10 13:10:00,311.66,900.2,291.01,258.14,0.0
2017-02-10 13:15:00,311.66,900.2,291.01,258.14,0.0
2017-02-10 13:20:00,311.66,900.2,291.01,258.14,0.0
2017-02-10 13:25:00,311.66,900.2,291.01,258.14,0.0
2017-02-10 13:30:00,900.2,291.01,258.14,2112.8,624.6220530573474
2017-02-10 13:35:00,900.2,291.01,258.14,2112.8,0.0
2017-02-10 13:40:00,900.2,291.01,258.14,2112.8,432.83790210511734
2017-02-10 13:45:00,900.2,291.01,258.14,2112.8,0.0
2017-02-10 13:50:00,900.2,291.01,258.14,2112.8,187.38615317197585
2017-02-10 13:55:00,900.2,291.01,258.14,2112.8,646.6687045341064
2017-02-10 14:00:00,291.01,258.14,2112.8,1945.88,545.0944533083689
2017-02-10 14:05:00,291.01,258.14,2112.8,1945.88,331.78823093784194
2017-02-10 14:10:00,291.01,258.14,2112.8,1945.88,750.7482765118859
2017-02-10 14:15:00,291.01,258.14,2112.8,1945.88,461.614957213178
2017-02-10 14:20:00,291.01,258.14,2112.8,1945.88,792.6474768310914
2017-02-10 14:25:00,291.01,258.14,2112.8,1945.88,341.1543220951967
2017-02-10 14:30:00,258.14,2112.8,1945.88,1389.91,119.03525504980948
2017-02-10 14:35:00,258.14,2112.8,1945.88,1389.91,1232.4701026096845
2017-02-10 14:40:00,258.14,2112.8,1945.88,1389.91,2582.968244311864
2017-02-10 14:45:00,258.14,2112.8,1945.88,1389.91,362.26899007168646
2017-02-10 14:50:00,258.14,2112.8,1945.88,1389.91,708.8404957982558
2017-02-10 14:55:00,258.14,2112.8,1945.88,1389.91,0.0
2017-02-10 15:00:00,2112.8,1945.88,1389.91,442.32,0.0
2017-02-10 15:05:00,2112.8,1945.88,1389.91,442.32,0.0
2017-02-10 15:10:00,2112.8,1945.88,1389.91,442.32,292.39940814188105
2017-02-10 15:15:00,2112.8,1945.88,1389.91,442.32,0.0
2017-02-10 15:20:00,2112.8,1945.88,1389.91,442.32,0.0
2017-02-10 15:25:00,2112.8,1945.88,1389.91,442.32,0.0
2017-02-10 15:30:00,1945.88,1389.91,442.32,358.8,900.5772778705541
2017-02-10 15:35:00,1945.88,1389.91,442.32,358.8,1307.2704936659702
2017-02-10 15:40:00,1945.88,1389.91,442.32,358.8,0.0
