episode,action,next_observation,observation,reward,step
17,[[ 1.15336453  0.37490763]],[[ 100.            0.15661805]],[[  1.00000000e+02   9.82337796e-02]],-6.487140885166822,20
17,[[ 0.85218839  0.49861418]],[[ 100.            0.18313611]],[[ 100.            0.15661805]],-2.9464518148535457,21
17,[[ 1.99046442  0.79157686]],[[-50.           0.27305268]],[[ 100.            0.18313611]],-9.99072958504836,22
17,[[ 1.83455092  1.47100414]],[[-50.           0.30031869]],[[-50.           0.27305268]],1.5147782275603898,23
17,[[ 0.22304703  1.24612984]],[[-50.           0.21506179]],[[-50.           0.30031869]],-4.262845026284273,24
17,[[ 1.52949345  1.30202467]],[[-50.           0.23212195]],[[-50.           0.21506179]],0.9477865770926284,25
17,[[ 1.34971788  0.14266096]],[[ 50.           0.32265121]],[[-50.           0.23212195]],5.029403821008159,26
17,[[ 0.82240275  0.63760837]],[[ 50.           0.33651079]],[[ 50.           0.32265121]],-0.7699765802372638,27
17,[[ 0.79944108  0.84655075]],[[ 50.           0.33258499]],[[ 50.           0.33651079]],0.19629030943138226,28
17,[[ 0.42369327  1.13435307]],[[ 50.           0.27336334]],[[ 50.           0.33258499]],2.96108247088612,29
17,[[ 1.53781598  1.65527218]],[[ 100.            0.26357532]],[[ 50.           0.27336334]],0.4894008311543241,30
17,[[ 0.45161935  1.5076064 ]],[[ 100.           0.1755764]],[[ 100.            0.26357532]],8.79989207962611,31
17,[[ 0.95156379  0.40241974]],[[ 100.           0.2167622]],[[ 100.           0.1755764]],-4.576200454434723,32
17,[[ 1.5497448  1.4183832]],[[ 100.            0.22661432]],[[ 100.           0.2167622]],-1.0946800565083263,33
17,[[ 1.1306399   0.27542821]],[[ 100.           0.2907552]],[[ 100.            0.22661432]],-7.126764072814826,34
17,[[ 1.34011984  1.17272425]],[[-50.           0.30330987]],[[ 100.           0.2907552]],-1.3949632744682028,35
17,[[ 1.91208272  0.11372318]],[[-50.           0.43818684]],[[-50.           0.30330987]],7.493164763780805,36
17,[[ 1.71723568  1.11230247]],[[-50.           0.48355683]],[[-50.           0.43818684]],2.5205550319309653,37
17,[[ 0.00646502  1.39655894]],[[-50.           0.36771567]],[[-50.           0.48355683]],-5.7920579741011755,38
17,[[ 1.07847585  1.69917944]],[[ 50.           0.31599037]],[[-50.           0.36771567]],-2.586264983110212,39
17,[[ 1.29551198  0.13919807]],[[ 50.           0.40271391]],[[ 50.           0.31599037]],-4.817974654611016,40
17,[[ 0.16187518  1.63739873]],[[ 50.           0.27975362]],[[ 50.           0.40271391]],6.148014786097869,41
17,[[ 1.01747327  1.88926531]],[[ 50.           0.20710428]],[[ 50.           0.27975362]],3.63246683323101,42
17,[[ 0.46094083  1.31888716]],[[ 100.            0.13560875]],[[ 50.           0.20710428]],3.5747763683297045,43
17,[[ 0.36665724  0.39943214]],[[ 100.            0.13287751]],[[ 100.            0.13560875]],0.2731241691331987,44
17,[[ 0.78747002  1.29163352]],[[  1.00000000e+02   9.08638862e-02]],[[ 100.            0.13287751]],4.201362434036452,45
17,[[ 0.29273299  1.14817811]],[[  1.00000000e+02   1.95767923e-02]],[[  1.00000000e+02   9.08638862e-02]],7.1287093970079995,46
17,[[ 1.1560658  1.73726  ]],Terminal,[[  1.00000000e+02   1.95767923e-02]],1.957679225375354,47
18,[[ 1.39236466  0.51755917]],[[ 50.           0.06561041]],[[ 50.   0.]],-3.6450228822392883,0
18,[[ 0.83008984  0.77924853]],[[ 50.           0.06942351]],[[ 50.           0.06561041]],-0.21183882434524237,1
18,[[ 1.99023143  1.89069837]],[[ 50.           0.07688849]],[[ 50.           0.06942351]],-0.41472109257312817,2
18,[[ 0.70467504  1.99369665]],[[ 50.   0.]],[[ 50.           0.07688849]],3.844424519241893,3
18,[[ 0.33905008  0.18037407]],[[  1.00000000e+02   1.19007005e-02]],[[ 50.   0.]],-0.6611500273900072,4
18,[[ 1.36762844  1.29681518]],[[  1.00000000e+02   1.72116947e-02]],[[  1.00000000e+02   1.19007005e-02]],-0.5901104630422409,5
18,[[ 0.15086177  0.38218227]],[[ 100.    0.]],[[  1.00000000e+02   1.72116947e-02]],1.7211694660400296,6
18,[[ 1.09549275  1.49608694]],[[ 100.    0.]],[[ 100.    0.]],-0.0,7
18,[[  1.57987912e+00   1.30700868e-03]],[[ 100.            0.11839291]],[[ 100.    0.]],-13.15476761145977,8
18,[[ 1.00072522  1.07647778]],[[-50.          0.1120802]],[[ 100.            0.11839291]],0.63127130513429,9
18,[[ 0.08133782  0.03017707]],[[-50.           0.11591725]],[[-50.          0.1120802]],0.21316980619553727,10
18,[[ 1.08565747  0.25513122]],[[-50.           0.17820672]],[[-50.           0.11591725]],3.4605260400972013,11
18,[[ 1.73146873  1.31788515]],[[-50.           0.20922549]],[[-50.           0.17820672]],1.7232649237181956,12
18,[[ 1.60157062  0.89815052]],[[ 50.         0.261982]],[[-50.           0.20922549]],2.930917103007723,13
18,[[ 0.20201338  0.11213442]],[[ 50.           0.26872292]],[[ 50.         0.261982]],-0.37449569562804097,14
18,[[ 1.3882399   0.81867087]],[[ 50.          0.3114406]],[[ 50.           0.26872292]],-2.373204297286163,15
18,[[ 1.37729535  1.98761853]],[[ 50.           0.26058033]],[[ 50.          0.3114406]],2.5430132710415334,16
18,[[ 0.86820348  1.84016618]],[[ 100.            0.17958344]],[[ 50.           0.26058033]],4.049844563756028,17
18,[[ 0.24900756  0.42731739]],[[ 100.            0.16472429]],[[ 100.            0.17958344]],1.485915183896838,18
18,[[ 0.694455    1.07768164]],[[ 100.            0.13278874]],[[ 100.            0.16472429]],3.193555291141495,19
18,[[ 0.49141769  0.35405107]],[[ 100.            0.14309123]],[[ 100.            0.13278874]],-1.1447218231877194,20
18,[[ 0.90298362  0.81807092]],[[ 100.            0.14945968]],[[ 100.            0.14309123]],-0.7076058407093605,21
18,[[ 1.05281177  0.45701008]],[[-50.           0.19414481]],[[ 100.            0.14945968]],-4.9650140944027115,22
18,[[ 0.41605477  1.83911455]],[[-50.          0.0755565]],[[-50.           0.19414481]],-5.9294157512472,23
18,[[ 1.1123816   1.79671799]],[[ -5.00000000e+01   1.85284635e-02]],[[-50.          0.0755565]],-2.851401644297616,24
18,[[ 1.38752069  1.70695802]],[[-50.   0.]],[[ -5.00000000e+01   1.85284635e-02]],-0.9264231753026909,25
18,[[ 0.23738537  1.88294893]],[[ 50.   0.]],[[-50.   0.]],0.0,26
18,[[ 1.51841192  0.44259738]],[[ 50.           0.08068609]],[[ 50.   0.]],-4.482560589883649,27
18,[[ 0.26105297  1.45432151]],[[ 50.   0.]],[[ 50.           0.08068609]],4.034304530895285,28
18,[[ 1.12794334  0.73787389]],[[  5.00000000e+01   2.92552091e-02]],[[ 50.   0.]],-1.6252893938243056,29
18,[[ 1.21188306  1.73736993]],[[  1.00000000e+02  -3.46944695e-18]],[[  5.00000000e+01   2.92552091e-02]],1.4627604544418753,30
18,[[ 1.46241224  1.03073772]],[[  1.00000000e+02   3.23755886e-02]],[[  1.00000000e+02  -3.46944695e-18]],-3.5972876249598107,31
18,[[ 1.71676045  0.53886257]],[[ 100.            0.12071793]],[[  1.00000000e+02   3.23755886e-02]],-9.81581564183286,32
18,[[ 0.03982833  1.12514555]],[[  1.00000000e+02   3.02748282e-02]],[[ 100.            0.12071793]],9.044310122783115,33
18,[[ 1.16912371  1.19073724]],[[  1.00000000e+02   2.84737007e-02]],[[  1.00000000e+02   3.02748282e-02]],0.1801127472320141,34
18,[[ 1.79644098  1.21673563]],[[-50.          0.0719516]],[[  1.00000000e+02   2.84737007e-02]],-4.83087792576374,35
18,[[ 1.65418868  1.47568605]],[[-50.          0.0853393]],[[-50.          0.0719516]],0.7437609890580822,36
18,[[ 0.9687316   1.71803772]],[[ -5.00000000e+01   2.28971229e-02]],[[-50.          0.0853393]],-3.122108844435467,37
18,[[ 1.15556017  0.19475044]],[[-50.           0.09495785]],[[ -5.00000000e+01   2.28971229e-02]],4.003373882901984,38
18,[[ 0.31171511  0.1436365 ]],[[ 50.           0.10756375]],[[-50.           0.09495785]],0.7003275552408039,39
18,[[ 1.83604173  0.10957644]],[[ 50.           0.23704865]],[[ 50.           0.10756375]],-7.193605378468426,40
18,[[ 0.48162879  0.91859377]],[[ 50.          0.2006349]],[[ 50.           0.23704865]],1.820687416406329,41
18,[[ 0.07952721  1.78572887]],[[ 50.           0.05845143]],[[ 50.          0.2006349]],7.109173611443389,42
18,[[ 0.73928212  0.59231386]],[[  1.00000000e+02   6.94740444e-02]],[[ 50.           0.05845143]],-0.6123677383110183,43
18,[[ 0.61750186  1.91630034]],[[ 100.    0.]],[[  1.00000000e+02   6.94740444e-02]],6.947404437879837,44
18,[[ 0.70219228  1.73367413]],[[ 100.    0.]],[[ 100.    0.]],-0.0,45
18,[[ 1.00318608  1.35488606]],[[ 100.    0.]],[[ 100.    0.]],-0.0,46
18,[[ 1.39908247  1.21053482]],Terminal,[[ 100.    0.]],-1.5712304629199387,47
19,[[ 0.35395575  1.32123379]],[[ 50.   0.]],[[ 50.   0.]],-0.0,0
19,[[ 0.71660018  1.64919381]],[[ 50.   0.]],[[ 50.   0.]],-0.0,1
19,[[ 0.13703878  1.20624831]],[[ 50.   0.]],[[ 50.   0.]],-0.0,2
19,[[ 0.95551937  0.43507757]],[[  5.00000000e+01   3.90331354e-02]],[[ 50.   0.]],-2.1685075219139134,3
19,[[ 1.5443046   0.15258342]],[[ 100.            0.14341222]],[[  5.00000000e+01   3.90331354e-02]],-5.79883826950963,4
19,[[ 1.06594757  1.0329523 ]],[[ 100.            0.14588687]],[[ 100.            0.14341222]],-0.2749606087758455,5
19,[[ 0.21822002  0.17246269]],[[ 100.            0.14931867]],[[ 100.            0.14588687]],-0.3813111101383243,6
19,[[ 1.30000146  0.57444233]],[[ 100.           0.2037356]],[[ 100.            0.14931867]],-6.046326102922264,7
19,[[ 1.78596895  0.59897765]],[[ 100.            0.29275995]],[[ 100.           0.2037356]],-9.891594165308522,8
19,[[ 1.83650669  1.81325339]],[[-50.           0.29450395]],[[ 100.            0.29275995]],-0.19377748165486097,9
19,[[ 0.03804129  0.16025154]],[[-50.           0.28431976]],[[-50.           0.29450395]],-0.5092093803194225,10
19,[[ 1.56319488  0.43083478]],[[-50.           0.36924677]],[[-50.           0.28431976]],4.718167084447114,11
19,[[ 1.13745904  1.1158995 ]],[[-50.           0.37086373]],[[-50.           0.36924677]],0.08983138654499179,12
19,[[ 0.88524638  1.74328615]],[[ 50.           0.29936042]],[[-50.           0.37086373]],-3.575165702375968,13
19,[[ 1.04657835  0.00512624]],[[ 50.           0.37746933]],[[ 50.           0.29936042]],-4.339383808664524,14
19,[[ 1.52318057  0.99216589]],[[ 50.           0.41729543]],[[ 50.           0.37746933]],-2.2125611722570824,15
19,[[ 1.53227662  0.88481991]],[[ 50.           0.46585468]],[[ 50.           0.41729543]],-2.697736289411237,16
19,[[ 0.53684992  0.31472397]],[[ 100.            0.48251413]],[[ 50.           0.46585468]],-0.925524815550241,17
19,[[ 0.07771011  0.61638054]],[[ 100.            0.43762493]],[[ 100.            0.48251413]],4.488920196787804,18
19,[[ 1.17889608  0.44213054]],[[ 100.            0.49288234]],[[ 100.            0.43762493]],-6.139712815309906,19
19,[[ 0.46265931  1.78841359]],[[ 100.            0.38240282]],[[ 100.            0.49288234]],11.047952376157555,20
19,[[ 1.53225729  0.54617849]],[[ 100.            0.45635873]],[[ 100.            0.38240282]],-8.217323398502351,21
19,[[ 1.51442808  1.22366194]],[[-50.           0.47816619]],[[ 100.            0.45635873]],-2.423051160866807,22
19,[[ 1.23849727  0.54918051]],[[-50.           0.52986495]],[[-50.           0.47816619]],2.872153159880389,23
19,[[ 0.34199357  1.83379313]],[[-50.           0.40554832]],[[-50.           0.52986495]],-6.215831475912273,24
19,[[ 0.75369475  1.20865464]],[[-50.           0.36763499]],[[-50.           0.40554832]],-1.8956662076086679,25
19,[[ 1.96308171  0.97043905]],[[ 50.           0.44208319]],[[-50.           0.36763499]],4.136011124075941,26
19,[[ 0.01602279  0.71175006]],[[ 50.           0.38410592]],[[ 50.           0.44208319]],2.898863630981488,27
19,[[ 0.29737097  1.30544445]],[[ 50.          0.3000998]],[[ 50.           0.38410592]],4.200306160918616,28
19,[[ 1.74857361  1.39453069]],[[ 50.           0.32665302]],[[ 50.          0.3000998]],-1.4751788311308993,29
19,[[ 1.38392211  1.01780888]],[[ 100.            0.35411151]],[[ 50.           0.32665302]],-1.5254717946034613,30
19,[[ 1.97810866  0.35876257]],[[ 100.            0.47556247]],[[ 100.            0.35411151]],-13.494550746253337,31
19,[[ 0.17636487  1.8590875 ]],[[ 100.            0.33533558]],[[ 100.            0.47556247]],14.02268857957471,32
19,[[ 0.70081397  0.77267555]],[[ 100.            0.32934712]],[[ 100.            0.33533558]],0.5988465049243885,33
19,[[ 0.17222333  1.77553641]],[[ 100.            0.19573769]],[[ 100.            0.32934712]],13.360942278944801,34
19,[[ 1.35383422  1.18475711]],[[-50.           0.20841848]],[[ 100.            0.19573769]],-1.4089758971390394,35
19,[[ 1.21554104  0.14335794]],[[-50.           0.28883221]],[[-50.           0.20841848]],4.467429583415346,36
19,[[ 0.57915803  0.11027664]],[[-50.           0.32399831]],[[-50.           0.28883221]],1.9536724591042276,37
19,[[ 1.08397048  0.75426473]],[[-50.           0.34872624]],[[-50.           0.32399831]],1.3737739693121032,38
19,[[ 1.50652095  0.68779883]],[[ 50.          0.4101304]],[[-50.           0.34872624]],3.411342133615211,39
19,[[ 1.79691141  0.9923395 ]],[[ 50.          0.4704733]],[[ 50.          0.4101304]],-3.3523829849074427,40
19,[[ 0.05105686  1.40631819]],[[ 50.           0.35753485]],[[ 50.          0.4704733]],5.646922202080043,41
19,[[ 0.11545086  1.42639854]],[[ 50.           0.24828921]],[[ 50.           0.35753485]],5.462281988175549,42
19,[[ 0.4624084   0.39640296]],[[ 100.            0.25323962]],[[ 50.           0.24828921]],-0.27502263428310636,43
19,[[ 0.9545148   0.16315445]],[[ 100.            0.31259165]],[[ 100.            0.25323962]],-6.59466957558334,44
19,[[ 0.45218253  0.15083422]],[[ 100.            0.33519277]],[[ 100.            0.31259165]],-2.511235958352398,45
19,[[ 1.84144581  1.20159364]],[[ 100.            0.38318168]],[[ 100.            0.33519277]],-5.332101414396151,46
19,[[ 1.71043438  1.76041386]],Terminal,[[ 100.            0.38318168]],0.41649567675819954,47
20,[[ 0.56680407  1.27006643]],[[ 50.   0.]],[[ 50.   0.]],-0.0,0
20,[[ 0.36133788  1.00107919]],[[ 50.   0.]],[[ 50.   0.]],-0.0,1
20,[[ 1.90569255  0.02591636]],[[ 50.           0.14098321]],[[ 50.   0.]],-7.832400822651316,2
20,[[ 1.15686402  0.91816428]],[[ 50.          0.1588857]],[[ 50.           0.14098321]],-0.99458225545513,3
20,[[  1.27312167e+00   3.52414744e-04]],[[ 100.            0.25434339]],[[ 50.          0.1588857]],-5.303205239102423,4
20,[[ 1.00883098  0.41432468]],[[ 100.            0.29893136]],[[ 100.            0.25434339]],-4.954219172181778,5
20,[[ 0.90623664  0.39321303]],[[ 100.            0.33740813]],[[ 100.            0.29893136]],-4.2751967915183595,6
20,[[ 1.42704377  1.52789237]],[[ 100.            0.32900408]],[[ 100.            0.33740813]],0.8404050038205935,7
20,[[ 1.51054424  1.47794153]],[[ 100.            0.33144929]],[[ 100.            0.32900408]],-0.2716893028641587,8
20,[[ 1.78854277  1.75512919]],[[-50.           0.33395531]],[[ 100.            0.33144929]],-0.2784465158827354,9
20,[[ 0.79680598  1.056355  ]],[[-50.           0.31232622]],[[-50.           0.33395531]],-1.0814542486194845,10
20,[[ 1.0397059   1.67849721]],[[-50.           0.25909361]],[[-50.           0.31232622]],-2.6616304635546344,11
20,[[ 1.38318401  1.11522017]],[[-50.          0.2791909]],[[-50.           0.25909361]],1.1165160130802128,12
20,[[ 1.94293382  0.10312983]],[[ 50.          0.4171762]],[[-50.          0.2791909]],7.665849970679428,13
20,[[ 0.66290883  0.04589492]],[[ 50.           0.46345224]],[[ 50.          0.4171762]],-2.5708912757073126,14
20,[[ 1.09184684  0.52935889]],[[ 50.           0.50563884]],[[ 50.           0.46345224]],-2.343699798276591,15
20,[[ 1.56814442  0.1257911 ]],[[ 50.           0.61381534]],[[ 50.           0.50563884]],-6.009805483513181,16
20,[[ 0.4530465   1.29527121]],[[ 100.            0.54362994]],[[ 50.           0.61381534]],3.509269618201155,17
20,[[ 0.39165204  1.0337872 ]],[[ 100.            0.49011868]],[[ 100.            0.54362994]],5.3511263307263635,18
20,[[ 1.64047164  1.30685724]],[[ 100.            0.51513976]],[[ 100.            0.49011868]],-2.7801199895208795,19
20,[[ 0.79142291  1.69075788]],[[ 100.            0.44019518]],[[ 100.            0.51513976]],7.494458065183457,20
20,[[ 1.33883588  1.9151024 ]],[[ 100.            0.39217297]],[[ 100.            0.44019518]],4.802221010055047,21
20,[[ 0.13194869  1.47356031]],[[-50.         0.280372]],[[ 100.            0.39217297]],11.18009684246421,22
20,[[ 1.60251761  1.76947031]],[[-50.           0.26645928]],[[-50.         0.280372]],-0.6956362728179732,23
20,[[ 1.98429702  0.18873525]],[[-50.           0.40112641]],[[-50.           0.26645928]],7.481507404685112,24
20,[[ 1.40241045  1.01667587]],[[-50.          0.4300565]],[[-50.           0.40112641]],1.607227451933066,25
20,[[ 1.27724187  0.4135507 ]],[[ 50.           0.49483334]],[[-50.          0.4300565]],3.5987132062715337,26
20,[[ 1.94701012  1.86305414]],[[ 50.           0.50113004]],[[ 50.           0.49483334]],-0.34981658278344097,27
20,[[ 1.26683319  1.83882138]],[[ 50.           0.45346436]],[[ 50.           0.50113004]],2.3832840931163863,28
20,[[ 0.50222179  0.77857343]],[[ 50.           0.43043506]],[[ 50.           0.45346436]],1.1514651647728524,29
20,[[ 0.59379442  1.8272742 ]],[[ 100.            0.32764507]],[[ 50.           0.43043506]],5.13949910006519,30
20,[[ 0.72441984  0.93795943]],[[ 100.            0.30985011]],[[ 100.            0.32764507]],1.779496609908121,31
20,[[ 0.81799625  1.71231685]],[[ 100.            0.23532339]],[[ 100.            0.30985011]],7.452671633428959,32
20,[[ 1.99233147  0.44471856]],[[ 100.            0.35139436]],[[ 100.            0.23532339]],-12.89677421195149,33
20,[[ 0.44275979  1.63576231]],[[ 100.            0.25197748]],[[ 100.            0.35139436]],9.941687710303714,34
20,[[ 0.70109402  1.20693925]],[[-50.           0.20982371]],[[ 100.            0.25197748]],4.215376934960221,35
20,[[ 0.17667336  1.09015784]],[[-50.           0.13370001]],[[-50.           0.20982371]],-3.8061853176796627,36
20,[[ 1.43206682  1.28876884]],[[-50.           0.14444735]],[[-50.           0.13370001]],0.5970748985050317,37
20,[[ 1.23991851  0.16706586]],[[-50.          0.2249113]],[[-50.           0.14444735]],4.470219363032637,38
20,[[ 0.46260439  0.31497227]],[[ 50.           0.23598371]],[[-50.          0.2249113]],0.6151338464583058,39
20,[[ 1.29598949  0.36858013]],[[ 50.           0.30553941]],[[ 50.           0.23598371]],-3.864205650156298,40
20,[[ 1.04057826  0.74090214]],[[ 50.           0.32801512]],[[ 50.           0.30553941]],-1.2486504843413986,41
20,[[ 1.98755834  0.09717282]],[[ 50.           0.46979404]],[[ 50.           0.32801512]],-7.876606358161656,42
20,[[ 1.1879993   0.29108987]],[[ 100.            0.53706224]],[[ 50.           0.46979404]],-3.737122626329656,43
20,[[ 1.04188843  0.22305444]],[[ 100.            0.59847479]],[[ 100.            0.53706224]],-6.823616568167024,44
20,[[ 1.41832266  1.42322463]],[[ 100.           0.5980663]],[[ 100.            0.59847479]],0.040849736104242584,45
20,[[ 0.32397343  0.48215644]],[[ 100.            0.58488438]],[[ 100.           0.5980663]],1.3181917459438197,46
20,[[ 1.89141143  1.11059333]],Terminal,[[ 100.            0.58488438]],-6.506817520029107,47
21,[[ 0.12314737  0.39003478]],[[ 50.   0.]],[[ 50.   0.]],-0.0,0
21,[[ 0.79507524  1.9406847 ]],[[ 50.   0.]],[[ 50.   0.]],-0.0,1
21,[[ 1.29513209  1.61987367]],[[ 50.   0.]],[[ 50.   0.]],-0.0,2
21,[[ 0.59564408  1.26619368]],[[ 50.   0.]],[[ 50.   0.]],-0.0,3
21,[[ 1.42726315  1.83336458]],[[ 100.    0.]],[[ 50.   0.]],-0.0,4
21,[[ 0.48508962  1.2286002 ]],[[ 100.    0.]],[[ 100.    0.]],-0.0,5
21,[[ 1.96580454  0.76668236]],[[  1.00000000e+02   8.99341635e-02]],[[ 100.    0.]],-9.992684834778352,6
21,[[ 1.88223954  1.27771031]],[[ 100.            0.13527386]],[[  1.00000000e+02   8.99341635e-02]],-5.037743598097719,7
21,[[ 1.15685837  0.62757165]],[[ 100.            0.17497036]],[[ 100.            0.13527386]],-4.410722745704662,8
21,[[ 1.18693076  0.05797292]],[[-50.          0.2596422]],[[ 100.            0.17497036]],-9.407981983898562,9
21,[[ 1.19591115  0.89244261]],[[-50.           0.28240234]],[[-50.          0.2596422]],1.2644522186962381,10
21,[[ 1.6500177   1.58954064]],[[-50.           0.28693812]],[[-50.           0.28240234]],0.25198773921585593,11
21,[[ 1.55505585  0.05469511]],[[-50.           0.39946517]],[[-50.           0.28693812]],6.251503108158696,12
21,[[ 0.14846115  0.36018467]],[[ 50.           0.38182155]],[[-50.           0.39946517]],-0.8821813220605129,13
21,[[ 1.80517982  1.68277876]],[[ 50.           0.39100163]],[[ 50.           0.38182155]],-0.5100044168007245,14
21,[[ 1.6383725   0.09926311]],[[ 50.           0.50643483]],[[ 50.           0.39100163]],-6.412955779816645,15
21,[[ 1.15731798  0.26529505]],[[ 50.           0.57333655]],[[ 50.           0.50643483]],-3.71676220205463,16
21,[[ 1.02025045  1.94631499]],[[ 100.            0.49616451]],[[ 50.           0.57333655]],3.8586022404179854,17
21,[[ 0.37094617  0.19739442]],[[ 100.            0.50918089]],[[ 100.            0.49616451]],-1.4462645229332383,18
21,[[ 0.85143967  0.92401392]],[[ 100.            0.50313303]],[[ 100.            0.50918089]],0.6047853877844567,19
21,[[ 1.65338952  1.10558952]],[[ 100.            0.54421803]],[[ 100.            0.50313303]],-4.565000051521095,20
21,[[ 1.70916198  1.50362247]],[[ 100.           0.5596335]],[[ 100.            0.54421803]],-1.7128292259416367,21
21,[[ 1.50857993  1.57815071]],[[-50.           0.55383593]],[[ 100.           0.5596335]],0.5797565689419693,22
21,[[ 0.89135451  0.95945202]],[[-50.           0.54816114]],[[-50.           0.55383593]],-0.28373959320063813,23
21,[[ 0.47562     1.56212421]],[[-50.           0.45761912]],[[-50.           0.54816114]],-4.527100882212978,24
21,[[ 1.53084092  0.8111846 ]],[[-50.           0.51159334]],[[-50.           0.45761912]],2.9985680116835582,25
21,[[ 0.46014543  1.68863894]],[[ 50.           0.40921889]],[[-50.           0.51159334]],-5.118722957211988,26
21,[[ 0.26469618  0.80669266]],[[ 50.           0.36405251]],[[ 50.           0.40921889]],2.2583186491288707,27
21,[[ 1.03074393  0.82646015]],[[ 50.          0.3793738]],[[ 50.           0.36405251]],-0.8511823932298268,28
21,[[ 1.48599705  0.31918124]],[[ 50.           0.46688498]],[[ 50.          0.3793738]],-4.861732549074308,29
21,[[ 0.02600261  0.81645391]],[[ 100.            0.40101404]],[[ 50.           0.46688498]],3.2935471109073218,30
21,[[ 1.88953644  1.67688724]],[[ 100.            0.41696273]],[[ 100.            0.40101404]],-1.7720766997851523,31
21,[[ 1.51005132  0.05035713]],[[ 100.            0.52643979]],[[ 100.            0.41696273]],-12.16411822665076,32
21,[[ 1.54916612  0.36433975]],[[ 100.            0.61530177]],[[ 100.            0.52643979]],-9.87355303658891,33
21,[[ 0.13281239  0.27379994]],[[ 100.            0.60355281]],[[ 100.            0.61530177]],1.1748962270941243,34
21,[[ 1.53608124  1.11133972]],[[-50.           0.63540842]],[[ 100.            0.60355281]],-3.5395126542258293,35
21,[[ 1.44001038  1.34221653]],[[-50.           0.64274296]],[[-50.           0.63540842]],0.4074743661141189,36
21,[[ 0.9118705   0.50390412]],[[-50.           0.67334044]],[[-50.           0.64274296]],1.6998599126935021,37
21,[[ 1.13560296  1.5584702 ]],[[-50.          0.6381015]],[[-50.           0.67334044]],-1.7619468138591998,38
21,[[ 0.64270637  1.02929235]],[[ 50.           0.60588601]],[[-50.          0.6381015]],-1.610774923254643,39
21,[[ 0.82345144  0.75141   ]],[[ 50.           0.61128911]],[[ 50.           0.60588601]],-0.3001726730274712,40
21,[[ 1.63099529  0.12339576]],[[ 50.           0.72435908]],[[ 50.           0.61128911]],-6.281664703001994,41
21,[[ 1.38930077  0.36372327]],[[ 50.           0.80127739]],[[ 50.           0.72435908]],-4.273239561881725,42
21,[[ 1.00341814  1.91388334]],[[ 100.            0.72540529]],[[ 50.           0.80127739]],3.7936049650225847,43
21,[[ 0.02172538  1.74828766]],[[ 100.           0.5815251]],[[ 100.            0.72540529]],14.388019001055808,44
21,[[ 1.07098037  1.46588359]],[[ 100.           0.5486165]],[[ 100.           0.5815251]],3.2908601875548893,45
21,[[ 0.59001668  1.70537021]],[[ 100.            0.45567037]],[[ 100.           0.5486165]],9.294612732161545,46
21,[[ 1.8692284   1.36538655]],Terminal,[[ 100.            0.45567037]],-4.198682068521692,47
22,[[ 1.12142878  0.89205514]],[[  5.00000000e+01   1.72030230e-02]],[[ 50.   0.]],-0.9557234996129695,0
22,[[ 0.9408384   1.48845206]],[[ 50.   0.]],[[  5.00000000e+01   1.72030230e-02]],0.8601511496516726,1
22,[[ 1.81300333  0.42497204]],[[ 50.           0.10410235]],[[ 50.   0.]],-5.783463691551496,2
22,[[ 1.27401213  0.21857502]],[[ 50.           0.18326013]],[[ 50.           0.10410235]],-4.397654620533341,3
22,[[ 1.37420958  1.53071239]],[[ 100.            0.17021823]],[[ 50.           0.18326013]],0.6520950405627044,4
22,[[ 0.25302621  1.41116931]],[[  1.00000000e+02   7.37063031e-02]],[[ 100.            0.17021823]],9.651192570694802,5
22,[[ 1.74181373  1.02469474]],[[ 100.            0.12749023]],[[  1.00000000e+02   7.37063031e-02]],-5.975991662172993,6
22,[[ 0.25885083  0.19320818]],[[ 100.            0.13241343]],[[ 100.            0.12749023]],-0.5470221230384625,7
22,[[ 0.83822618  1.60897421]],[[  1.00000000e+02   6.81844243e-02]],[[ 100.            0.13241343]],6.422900285016884,8
22,[[ 1.29638201  1.02597979]],[[-50.           0.08846459]],[[  1.00000000e+02   6.81844243e-02]],-2.2533517924225643,9
22,[[ 0.31766234  0.41378519]],[[-50.           0.08045435]],[[-50.           0.08846459]],-0.4005118956531911,10
22,[[ 1.78380089  0.74559852]],[[-50.           0.15831953]],[[-50.           0.08045435]],4.325843176633082,11
22,[[ 1.58155063  1.58025543]],[[-50.           0.15841667]],[[-50.           0.15831953]],0.005396644139085693,12
22,[[ 1.97393967  1.6170495 ]],[[ 50.           0.18518343]],[[-50.           0.15841667]],1.4870423614822408,13
22,[[ 1.42409677  0.39428697]],[[ 50.           0.26241917]],[[ 50.           0.18518343]],-4.290874178879741,14
22,[[ 1.37136387  1.98279499]],[[ 50.           0.21146657]],[[ 50.           0.26241917]],2.5476296771122495,15
22,[[ 1.62531454  1.84613316]],[[ 50.           0.19306502]],[[ 50.           0.21146657]],0.9200775803185318,16
22,[[ 1.12984132  0.18870476]],[[ 100.            0.26365026]],[[ 50.           0.19306502]],-3.9214022948188725,17
22,[[ 0.01312355  1.68335991]],[[ 100.           0.1244639]],[[ 100.            0.26365026]],13.918636325374115,18
22,[[ 0.16227613  1.33121924]],[[  1.00000000e+02   2.70519741e-02]],[[ 100.           0.1244639]],9.741192579146503,19
22,[[ 1.06255286  1.9496035 ]],[[ 100.    0.]],[[  1.00000000e+02   2.70519741e-02]],2.705197414813111,20
