episode,action,next_observation,observation,reward,step
94,[[ 1.04151369  0.98507321]],[[-50.           0.21001063]],[[-50.           0.20577759]],0.23516863839975338,37
94,[[ 0.72655315  1.67482781]],[[-50.           0.13098774]],[[-50.           0.21001063]],-3.9511444140319636,38
94,[[ 1.84744876  0.83013595]],[[ 50.          0.2072862]],[[-50.           0.13098774]],4.238803350126899,39
94,[[ 1.49243411  0.63278056]],[[ 50.           0.27176021]],[[ 50.          0.2072862]],-3.5818897959148597,40
94,[[ 1.29542229  1.17263955]],[[ 50.           0.28096892]],[[ 50.           0.27176021]],-0.5115947409895849,41
94,[[ 0.17567159  0.91551172]],[[ 50.           0.21931558]],[[ 50.           0.28096892]],3.0826671737557736,42
94,[[ 1.07846764  1.31194127]],[[ 100.            0.19985944]],[[ 50.           0.21931558]],0.9728068007622548,43
94,[[ 1.29746813  1.73672881]],[[ 100.            0.16325438]],[[ 100.            0.19985944]],3.6605056327078,44
94,[[ 0.77014009  1.5348156 ]],[[  1.00000000e+02   9.95314253e-02]],[[ 100.            0.16325438]],6.372295922069854,45
94,[[ 1.83954847  0.69431537]],[[ 100.            0.18542391]],[[  1.00000000e+02   9.95314253e-02]],-9.543609191558433,46
94,[[ 1.24555161  0.454006  ]],Terminal,[[ 100.            0.18542391]],-6.596213461275924,47
95,[[ 1.320871    1.65316415]],[[ 50.   0.]],[[ 50.   0.]],-0.0,0
95,[[ 0.33264303  1.83663384]],[[ 50.   0.]],[[ 50.   0.]],-0.0,1
95,[[ 1.06714099  1.65779249]],[[ 50.   0.]],[[ 50.   0.]],-0.0,2
95,[[ 1.85304079  0.80376927]],[[ 50.           0.07869536]],[[ 50.   0.]],-4.371964654870015,3
95,[[ 1.25103418  0.0469891 ]],[[ 100.            0.16899874]],[[ 50.           0.07869536]],-5.016854501355792,4
95,[[ 1.6779855   0.90088372]],[[ 100.            0.22728138]],[[ 100.            0.16899874]],-6.475848167448015,5
95,[[ 0.89947332  1.09383373]],[[ 100.            0.21108468]],[[ 100.            0.22728138]],1.619670087806513,6
95,[[ 1.83026186  1.5274996 ]],[[ 100.            0.23379185]],[[ 100.            0.21108468]],-2.5230188974284946,7
95,[[ 1.16370845  1.11845999]],[[ 100.            0.23718548]],[[ 100.            0.23379185]],-0.3770704895879856,8
95,[[ 1.0600867   1.60022797]],[[-50.           0.19217371]],[[ 100.            0.23718548]],4.501177284410976,9
95,[[ 1.5974539   1.76766803]],[[-50.          0.1779892]],[[-50.           0.19217371]],-0.7092255382920798,10
95,[[ 1.09760685  1.05830812]],[[-50.          0.1809366]],[[-50.          0.1779892]],0.16374470109858236,11
95,[[ 1.1758125   1.85662113]],[[-50.           0.12420255]],[[-50.          0.1809366]],-2.836702614090658,12
95,[[ 0.70989488  1.94870565]],[[  5.00000000e+01   2.09683195e-02]],[[-50.           0.12420255]],-5.161711557929883,13
95,[[ 0.02920704  1.20428752]],[[ 50.   0.]],[[  5.00000000e+01   2.09683195e-02]],1.0484159746796098,14
95,[[ 1.49218373  0.82534605]],[[ 50.           0.05001283]],[[ 50.   0.]],-2.7784903072664418,15
95,[[ 1.38025733  1.04776813]],[[ 50.           0.07494952]],[[ 50.           0.05001283]],-1.3853716454677958,16
95,[[ 0.81627716  1.49028226]],[[  1.00000000e+02   1.87824238e-02]],[[ 50.           0.07494952]],2.808354565109533,17
95,[[ 0.98053397  1.67991998]],[[ 100.    0.]],[[  1.00000000e+02   1.87824238e-02]],1.8782423847025622,18
95,[[ 1.49995719  0.16524582]],[[ 100.            0.10010335]],[[ 100.    0.]],-11.122594747815949,19
95,[[ 0.72779557  1.27973762]],[[  1.00000000e+02   5.41081819e-02]],[[ 100.            0.10010335]],4.59951708697238,20
95,[[ 0.84426621  1.7788487 ]],[[ 100.    0.]],[[  1.00000000e+02   5.41081819e-02]],5.410818186061974,21
95,[[ 1.89213317  1.17113114]],[[-50.           0.05407515]],[[ 100.    0.]],-6.0083502075920245,22
95,[[ 0.0916491   0.50138547]],[[ -5.00000000e+01   1.99304546e-02]],[[-50.           0.05407515]],-1.707234862349537,23
95,[[ 0.59520203  0.89717863]],[[-50.   0.]],[[ -5.00000000e+01   1.99304546e-02]],-0.9965227310668741,24
95,[[ 0.71535669  0.17824188]],[[ -5.00000000e+01   4.02836102e-02]],[[-50.   0.]],2.2379783447258004,25
95,[[ 1.1371124   0.77071028]],[[ 50.           0.06776377]],[[ -5.00000000e+01   4.02836102e-02]],1.5266755286734908,26
95,[[ 0.88799904  1.97987604]],[[ 50.   0.]],[[ 50.           0.06776377]],3.3881884860593616,27
95,[[  7.33514469e-06   1.10093594e+00]],[[ 50.   0.]],[[ 50.   0.]],-0.0,28
95,[[ 1.3678505   0.60777213]],[[ 50.           0.05700588]],[[ 50.   0.]],-3.1669932125173417,29
95,[[ 1.72512424  0.01928091]],[[ 100.            0.18494413]],[[ 50.           0.05700588]],-7.107680531032029,30
95,[[ 1.58864335  0.93537698]],[[ 100.            0.23393911]],[[ 100.            0.18494413]],-5.443886424575531,31
95,[[ 1.94065126  0.66338518]],[[ 100.            0.32973406]],[[ 100.            0.23393911]],-10.643883975554662,32
95,[[ 0.45150074  0.62844433]],[[ 100.            0.31498876]],[[ 100.            0.32973406]],1.4745299693154579,33
95,[[ 1.68861174  1.44258174]],[[ 100.            0.33344101]],[[ 100.            0.31498876]],-2.0502500244948263,34
95,[[ 0.11302516  1.92964691]],[[-50.           0.18205587]],[[ 100.            0.33344101]],15.138514537760853,35
95,[[ 1.5103566   1.61743203]],[[-50.           0.17313291]],[[-50.           0.18205587]],-0.4461476222053354,36
95,[[ 1.8153676   1.49684468]],[[-50.           0.19702213]],[[-50.           0.17313291]],1.3271788302792382,37
95,[[ 0.68992977  1.79780395]],[[-50.           0.10469928]],[[-50.           0.19702213]],-4.616142411491016,38
95,[[ 1.89209145  0.28661038]],[[ 50.           0.22511037]],[[-50.           0.10469928]],6.689504479412031,39
95,[[ 0.13504195  1.57503575]],[[ 50.           0.10511088]],[[ 50.           0.22511037]],5.999974147462699,40
95,[[ 1.46671145  0.56379945]],[[ 50.           0.17282928]],[[ 50.           0.10511088]],-3.7621333299076984,41
95,[[ 1.9997669  0.4590047]],[[ 50.           0.28838645]],[[ 50.           0.17282928]],-6.419842511391445,42
95,[[ 1.91375522  0.79482311]],[[ 100.            0.37230636]],[[ 50.           0.28838645]],-4.662217150968953,43
95,[[ 1.4628386   1.64891151]],[[ 100.            0.35680028]],[[ 100.            0.37230636]],1.5506075971168487,44
95,[[ 0.70476424  1.10013492]],[[ 100.            0.32385272]],[[ 100.            0.35680028]],3.294755682247774,45
95,[[ 0.37876196  0.3206415 ]],[[ 100.            0.32821176]],[[ 100.            0.32385272]],-0.4843371695858967,46
95,[[ 1.42035966  1.7667859 ]],Terminal,[[ 100.            0.32821176]],2.8868852963912675,47
96,[[ 1.92678869  1.2152211 ]],[[ 50.           0.05336757]],[[ 50.   0.]],-2.964864961618288,0
96,[[ 1.42454211  0.90124217]],[[ 50.           0.09261507]],[[ 50.           0.05336757]],-2.180416431141787,1
96,[[ 1.5499389   0.22043097]],[[ 50.           0.19232816]],[[ 50.           0.09261507]],-5.539616364917361,2
96,[[ 1.10746472  0.99347742]],[[ 50.           0.20087721]],[[ 50.           0.19232816]],-0.47494706178225904,3
96,[[ 0.16780297  0.29423294]],[[ 100.            0.19034138]],[[ 50.           0.20087721]],0.5267915753238774,4
96,[[ 0.96605808  1.2473581 ]],[[ 100.            0.16689971]],[[ 100.            0.19034138]],2.344166805437969,5
96,[[ 0.4236572   1.57583012]],[[  1.00000000e+02   7.08852972e-02]],[[ 100.            0.16689971]],9.601441003411367,6
96,[[ 1.64920151  0.71157971]],[[ 100.            0.14120693]],[[  1.00000000e+02   7.08852972e-02]],-7.813515035699011,7
96,[[ 0.10676691  1.72281887]],[[  1.00000000e+02   6.53593597e-03]],[[ 100.            0.14120693]],13.467099650756007,8
96,[[ 1.1181163   0.29476982]],[[-50.           0.06828692]],[[  1.00000000e+02   6.53593597e-03]],-6.861220688200194,9
96,[[ 0.85266241  0.82878542]],[[-50.          0.0700777]],[[-50.           0.06828692]],0.09948747421219192,10
96,[[ 0.29231014  0.5271453 ]],[[-50.          0.0505081]],[[-50.          0.0700777]],-0.978479834752572,11
96,[[ 0.25857761  1.00436721]],[[ -5.00000000e+01   6.93889390e-18]],[[-50.          0.0505081]],-2.5254050001802186,12
96,[[ 1.36222434  0.14761563]],[[ 50.           0.09109565]],[[ -5.00000000e+01   6.93889390e-18]],5.060869624040287,13
96,[[ 0.30970116  1.95683086]],[[ 50.   0.]],[[ 50.           0.09109565]],4.554782661636258,14
96,[[ 1.15505059  0.45887291]],[[ 50.           0.05221333]],[[ 50.   0.]],-2.900740336190676,15
96,[[ 0.42235634  1.01554511]],[[  5.00000000e+01   2.78092822e-03]],[[ 50.           0.05221333]],2.471619891555117,16
96,[[ 0.11765445  1.38497853]],[[ 100.    0.]],[[  5.00000000e+01   2.78092822e-03]],0.13904641101649162,17
96,[[ 1.13516596  0.06423901]],[[  1.00000000e+02   8.03195210e-02]],[[ 100.    0.]],-8.924391217698872,18
96,[[ 1.68762978  1.09771388]],[[ 100.            0.12456321]],[[  1.00000000e+02   8.03195210e-02]],-4.915965797605268,19
96,[[ 1.03619569  0.12519412]],[[ 100.            0.19288833]],[[ 100.            0.12456321]],-7.59167975529494,20
96,[[ 0.98657406  1.72938904]],[[ 100.            0.13098708]],[[ 100.            0.19288833]],6.190124862975551,21
96,[[ 1.84340246  0.22572026]],[[-50.           0.25231325]],[[ 100.            0.13098708]],-13.480684979498974,22
96,[[ 1.0200644  0.9083246]],[[-50.           0.26069373]],[[-50.           0.25231325]],0.46558248513323686,23
96,[[ 0.04486315  0.36066986]],[[-50.           0.23437651]],[[-50.           0.26069373]],-1.3158613117909057,24
96,[[ 0.32063126  0.21168433]],[[-50.           0.24254753]],[[-50.           0.23437651]],0.4539455592290617,25
96,[[ 0.13335826  1.87769821]],[[ 50.           0.09718586]],[[-50.           0.24254753]],-7.268083093048714,26
96,[[ 0.08203772  0.4187035 ]],[[ 50.           0.06913038]],[[ 50.           0.09718586]],1.4027740854031356,27
96,[[ 0.21921736  1.65500125]],[[ 50.   0.]],[[ 50.           0.06913038]],3.456519105739664,28
96,[[ 0.34600511  0.97666345]],[[ 50.   0.]],[[ 50.   0.]],-0.0,29
96,[[ 0.95076695  1.89902078]],[[ 100.    0.]],[[ 50.   0.]],-0.0,30
96,[[ 1.83235718  1.30551891]],[[  1.00000000e+02   3.95128704e-02]],[[ 100.    0.]],-4.390318930344442,31
96,[[ 1.59630867  1.42213424]],[[  1.00000000e+02   5.25759529e-02]],[[  1.00000000e+02   3.95128704e-02]],-1.4514536092694097,32
96,[[ 1.32911956  1.98324936]],[[ 100.    0.]],[[  1.00000000e+02   5.25759529e-02]],5.257595285652466,33
96,[[ 0.98282543  0.4515323 ]],[[  1.00000000e+02   3.98469849e-02]],[[ 100.    0.]],-4.427442762241571,34
96,[[ 0.05144275  0.59609435]],[[-50.   0.]],[[  1.00000000e+02   3.98469849e-02]],3.984698486017414,35
96,[[ 1.36030942  0.28998568]],[[-50.           0.08027428]],[[-50.   0.]],4.459682262568159,36
96,[[ 0.2714838   0.67966228]],[[ -5.00000000e+01   4.62594074e-02]],[[-50.           0.08027428]],-1.7007436683823585,37
96,[[ 1.54243804  0.68336746]],[[-50.          0.1106897]],[[ -5.00000000e+01   4.62594074e-02]],3.579460731808057,38
96,[[ 1.12720977  1.27363263]],[[ 50.          0.0984878]],[[-50.          0.1106897]],-0.6100952375383307,39
96,[[ 1.79715375  1.7942863 ]],[[ 50.           0.09870285]],[[ 50.          0.0984878]],-0.011947726893610233,40
96,[[ 0.17011355  1.37056574]],[[ 50.   0.]],[[ 50.           0.09870285]],4.935142743222154,41
96,[[ 1.93725464  0.5541502 ]],[[ 50.           0.10373283]],[[ 50.   0.]],-5.762935184582788,42
96,[[ 0.6045401   0.66962847]],[[  1.00000000e+02   9.83088019e-02]],[[ 50.           0.10373283]],0.27120156987789357,43
96,[[ 0.64179212  1.28270697]],[[  1.00000000e+02   4.48992308e-02]],[[  1.00000000e+02   9.83088019e-02]],5.340957116867155,44
96,[[ 1.26828906  1.05591498]],[[  1.00000000e+02   6.08272865e-02]],[[  1.00000000e+02   4.48992308e-02]],-1.7697839694263842,45
96,[[ 0.15179062  1.11875376]],[[ 100.    0.]],[[  1.00000000e+02   6.08272865e-02]],6.082728648109822,46
96,[[ 0.83011063  0.01286629]],Terminal,[[ 100.    0.]],-6.810369532724368,47
97,[[ 0.05623156  1.93374678]],[[ 50.   0.]],[[ 50.   0.]],-0.0,0
97,[[ 1.89990167  1.00861778]],[[ 50.           0.06684629]],[[ 50.   0.]],-3.7136828943552254,1
97,[[ 0.47462013  0.38679845]],[[ 50.           0.07343292]],[[ 50.           0.06684629]],-0.3659236632733647,2
97,[[ 1.96300777  1.12815592]],[[ 50.           0.13604681]],[[ 50.           0.07343292]],-3.4785493911241256,3
97,[[ 0.2935632   1.47065039]],[[  1.00000000e+02   3.79562075e-02]],[[ 50.           0.13604681]],4.904529978197771,4
97,[[ 0.41357788  0.46498376]],[[  1.00000000e+02   3.36723846e-02]],[[  1.00000000e+02   3.79562075e-02]],0.42838229127372673,5
97,[[ 0.70012165  0.5263928 ]],[[  1.00000000e+02   4.67020483e-02]],[[  1.00000000e+02   3.36723846e-02]],-1.4477404070315538,6
97,[[ 0.39808594  1.08471266]],[[ 100.    0.]],[[  1.00000000e+02   4.67020483e-02]],4.670204826414017,7
97,[[ 0.43385169  1.04323651]],[[ 100.    0.]],[[ 100.    0.]],-0.0,8
97,[[ 1.88447784  0.78424092]],[[-50.           0.08251777]],[[ 100.    0.]],-9.168641074106043,9
97,[[ 1.8107504   1.18844224]],[[-50.           0.12919088]],[[-50.           0.08251777]],2.592950668978856,10
97,[[ 0.88203563  0.41071002]],[[-50.          0.1645403]],[[-50.           0.12919088]],1.9638566953177048,11
97,[[ 1.80051606  1.08115832]],[[-50.           0.21849213]],[[-50.          0.1645403]],2.997323929377002,12
97,[[ 0.2176252   0.18847106]],[[ 50.           0.22067869]],[[-50.           0.21849213]],0.12147558075386727,13
97,[[ 1.36834058  1.57082006]],[[ 50.          0.2038054]],[[ 50.           0.22067869]],0.8436644792422245,14
97,[[ 1.48669487  0.50779116]],[[ 50.           0.27722318]],[[ 50.          0.2038054]],-4.078765452332053,15
97,[[ 1.58218083  0.53051061]],[[ 50.           0.35609845]],[[ 50.           0.27722318]],-4.381959216604084,16
97,[[ 1.58137874  0.17098697]],[[ 100.            0.46187783]],[[ 50.           0.35609845]],-5.876632368049028,17
97,[[ 1.3439463  1.7710718]],[[ 100.            0.42628404]],[[ 100.            0.46187783]],3.5593791244162007,18
97,[[ 0.68061881  1.31246916]],[[ 100.            0.37362984]],[[ 100.            0.42628404]],5.265419578666619,19
97,[[ 0.08429084  1.02674467]],[[ 100.            0.29509202]],[[ 100.            0.37362984]],7.85378188989882,20
97,[[ 1.86198154  0.97026149]],[[ 100.            0.36197103]],[[ 100.            0.29509202]],-7.431000449051001,21
97,[[ 1.72998684  1.21894019]],[[-50.           0.40029953]],[[ 100.            0.36197103]],-4.258722038402074,22
97,[[ 1.58464972  0.18869569]],[[-50.           0.50499608]],[[-50.           0.40029953]],5.8164751241952,23
97,[[ 0.81337824  0.71750527]],[[-50.           0.51218655]],[[-50.           0.50499608]],0.39947071362253506,24
97,[[ 1.48342164  0.7399495 ]],[[-50.           0.56794696]],[[-50.           0.51218655]],3.097800579278437,25
97,[[ 1.03552863  1.58177378]],[[ 50.           0.52242653]],[[-50.           0.56794696]],-2.276021452770338,26
97,[[ 1.61730162  1.37748697]],[[ 50.           0.54041263]],[[ 50.           0.52242653]],-0.9992277347799561,27
97,[[ 0.54895347  1.20935867]],[[ 50.           0.48537887]],[[ 50.           0.54041263]],2.7516883088353623,28
97,[[ 0.09050266  0.19124854]],[[ 50.           0.47698338]],[[ 50.           0.48537887]],0.4197744933220615,29
97,[[ 1.33727555  0.24740939]],[[ 100.            0.55872334]],[[ 50.           0.47698338]],-4.54110899084729,30
97,[[ 0.98109306  0.00322863]],[[ 100.            0.63206317]],[[ 100.            0.55872334]],-8.148870233898652,31
97,[[ 0.07749811  0.08386537]],[[ 100.            0.63153257]],[[ 100.            0.63206317]],0.05306047481212772,32
97,[[ 0.35589685  0.63513685]],[[ 100.            0.60826257]],[[ 100.            0.63153257]],2.326999983363387,33
97,[[ 1.15607134  1.65970213]],[[ 100.            0.56629333]],[[ 100.            0.60826257]],4.196923276098763,34
97,[[ 1.92393787  1.96876158]],[[-50.           0.56255802]],[[ 100.            0.56629333]],0.37353091712345465,35
97,[[ 1.36252732  1.0893087 ]],[[-50.           0.58304942]],[[-50.           0.56255802]],1.138410916631044,36
97,[[ 1.44510034  0.49287394]],[[-50.          0.6544664]],[[-50.           0.58304942]],3.967609979608233,37
97,[[ 0.17848402  0.18554748]],[[-50.           0.65387778]],[[-50.          0.6544664]],-0.029431073364566407,38
97,[[ 0.15821791  1.67193688]],[[ 50.           0.52773453]],[[-50.           0.65387778]],-6.307162403472638,39
97,[[ 1.84610025  0.43983447]],[[ 50.           0.63320446]],[[ 50.           0.52773453]],-5.859440719140335,40
97,[[ 1.25647351  1.552681  ]],[[ 50.           0.60852051]],[[ 50.           0.63320446]],1.2341978504929574,41
97,[[ 1.92658028  1.71813436]],[[ 50.           0.62415395]],[[ 50.           0.60852051]],-0.8685246915534628,42
97,[[ 1.45690479  1.69097027]],[[ 100.            0.60464849]],[[ 50.           0.62415395]],0.9752728428146951,43
97,[[ 0.75128868  0.86881829]],[[ 100.            0.59485436]],[[ 100.            0.60464849]],0.9794134494079842,44
97,[[ 1.79004726  1.89616737]],[[ 100.            0.58601102]],[[ 100.            0.59485436]],0.8843342344612259,45
97,[[ 0.08018722  0.53203425]],[[ 100.           0.5483571]],[[ 100.            0.58601102]],3.765391995354439,46
97,[[ 1.89996369  0.8768506 ]],Terminal,[[ 100.           0.5483571]],-8.525942470923509,47
98,[[ 1.25402653  1.22925952]],[[  5.00000000e+01   1.85752506e-03]],[[ 50.   0.]],-0.10319583658437437,0
98,[[ 0.81194995  1.19801565]],[[ 50.   0.]],[[  5.00000000e+01   1.85752506e-03]],0.09287625292593693,1
98,[[ 1.74571897  1.24798351]],[[  5.00000000e+01   3.73301593e-02]],[[ 50.   0.]],-2.0738977372999807,2
98,[[ 0.62319111  1.67979295]],[[ 50.   0.]],[[  5.00000000e+01   3.73301593e-02]],1.8665079635699828,3
98,[[ 1.59422604  0.04863577]],[[ 100.            0.11591927]],[[ 50.   0.]],-6.439959473693409,4
98,[[ 1.5062621   1.83226293]],[[  1.00000000e+02   8.87525348e-02]],[[ 100.            0.11591927]],2.7166735728349143,5
98,[[ 0.25882647  0.295203  ]],[[  1.00000000e+02   8.57211568e-02]],[[  1.00000000e+02   8.87525348e-02]],0.30313779757018544,6
98,[[ 0.04546025  0.95501629]],[[  1.00000000e+02   9.92481965e-03]],[[  1.00000000e+02   8.57211568e-02]],7.579633717031485,7
98,[[ 0.16182287  0.3818241 ]],[[ 100.    0.]],[[  1.00000000e+02   9.92481965e-03]],0.9924819652115515,8
98,[[ 1.48182201  1.67829061]],[[-50.   0.]],[[ 100.    0.]],-0.0,9
98,[[ 1.40989829  0.32994762]],[[-50.          0.0809963]],[[-50.   0.]],4.4997944727361245,10
98,[[ 0.64859143  0.43881715]],[[-50.           0.09672937]],[[-50.          0.0809963]],0.8740595233268305,11
98,[[ 0.40976778  0.39360847]],[[-50.           0.09794132]],[[-50.           0.09672937]],0.0673304662368375,12
98,[[ 1.76954767  1.11694763]],[[ 50.           0.14688632]],[[-50.           0.09794132]],2.7191668290386217,13
98,[[ 1.32541674  1.2213495 ]],[[ 50.           0.15469137]],[[ 50.           0.14688632]],-0.43361347573067505,14
98,[[ 0.15798895  1.26560417]],[[ 50.          0.0623901]],[[ 50.           0.15469137]],4.615063409350402,15
98,[[ 1.41413979  1.85932702]],[[  5.00000000e+01   2.52911625e-02]],[[ 50.          0.0623901]],1.8549467582868278,16
98,[[ 1.99866217  0.63981009]],[[ 100.            0.12720507]],[[  5.00000000e+01   2.52911625e-02]],-5.661883699875444,17
98,[[ 1.83677545  1.17628477]],[[ 100.            0.17674187]],[[ 100.            0.12720507]],-5.504089003707121,18
98,[[ 1.49381495  0.58832483]],[[ 100.            0.24465363]],[[ 100.            0.17674187]],-7.545750974583451,19
98,[[ 0.98212193  1.22222056]],[[ 100.            0.22464541]],[[ 100.            0.24465363]],2.000821900941971,20
98,[[ 1.3114165   1.79148539]],[[ 100.            0.18463967]],[[ 100.            0.22464541]],4.000574051462505,21
98,[[ 0.81931569  0.94445241]],[[-50.           0.17421161]],[[ 100.            0.18463967]],1.0428060151114138,22
98,[[ 1.79575356  1.26906927]],[[-50.           0.21371293]],[[-50.           0.17421161]],2.1945178560780096,23
98,[[ 1.72182277  1.59791704]],[[-50.           0.22300586]],[[-50.           0.21371293]],0.516273852590464,24
98,[[ 0.39456733  1.38813852]],[[-50.           0.14020826]],[[-50.           0.22300586]],-4.139879948724445,25
98,[[ 0.31813016  0.10512871]],[[ 50.           0.15618337]],[[-50.           0.14020826]],0.8875060342106376,26
98,[[ 0.69972294  1.66508724]],[[ 50.           0.07573634]],[[ 50.           0.15618337]],4.022351267420923,27
98,[[ 1.68535327  0.91751583]],[[ 50.           0.13332415]],[[ 50.           0.07573634]],-3.199322658288464,28
98,[[ 1.3315994  0.6343132]],[[ 50.           0.18562062]],[[ 50.           0.13332415]],-2.9053591595290653,29
98,[[ 1.53247165  1.11751929]],[[ 100.            0.21674204]],[[ 50.           0.18562062]],-1.7289681744985699,30
98,[[ 1.00373835  1.07418908]],[[ 100.            0.21087115]],[[ 100.            0.21674204]],0.5870893596847976,31
98,[[ 0.74171836  0.31036974]],[[ 100.           0.2432223]],[[ 100.            0.21087115]],-3.594571841598099,32
98,[[ 0.66619199  1.46328609]],[[ 100.            0.17679779]],[[ 100.           0.2432223]],6.642450850454187,33
98,[[ 1.27262785  0.39622385]],[[ 100.            0.24252809]],[[ 100.            0.17679779]],-7.303366738215211,34
98,[[ 0.39498252  0.05026306]],[[-50.           0.26838205]],[[ 100.            0.24252809]],-2.8726622057185818,35
98,[[ 0.12541328  0.4248546 ]],[[-50.           0.24342861]],[[-50.           0.26838205]],-1.247672178135366,36
98,[[ 0.07674512  1.56006767]],[[-50.           0.11981839]],[[-50.           0.24342861]],-6.180510624698035,37
98,[[ 0.90553312  0.81367557]],[[-50.           0.12670771]],[[-50.           0.11981839]],0.3827397746058565,38
98,[[ 0.94407935  1.33621914]],[[ 50.           0.09402939]],[[-50.           0.12670771]],-1.633915759571497,39
98,[[ 1.29564244  0.69609393]],[[ 50.           0.13899553]],[[ 50.           0.09402939]],-2.4981187786928647,40
98,[[ 0.48638247  0.12421138]],[[ 50.           0.16615836]],[[ 50.           0.13899553]],-1.5090462289160376,41
98,[[ 1.87382241  1.5418955 ]],[[ 50.           0.19105288]],[[ 50.           0.16615836]],-1.3830287738406624,42
98,[[ 1.58786911  0.5128454 ]],[[ 100.            0.27167966]],[[ 50.           0.19105288]],-4.479265440555505,43
98,[[ 0.52838436  0.39493397]],[[ 100.            0.28168844]],[[ 100.            0.27167966]],-1.1120865925344503,44
98,[[ 0.64728133  0.71346847]],[[ 100.            0.27617284]],[[ 100.            0.28168844]],0.5515594956376435,45
98,[[ 0.26886649  0.11405952]],[[ 100.            0.28778337]],[[ 100.            0.27617284]],-1.2900580294485042,46
98,[[ 1.71094071  0.39118984]],Terminal,[[ 100.            0.28778337]],-10.997923905453094,47
99,[[ 1.49138038  1.0511746 ]],[[  5.00000000e+01   3.30154333e-02]],[[ 50.   0.]],-1.8341907395355295,0
99,[[ 0.08448982  1.67636372]],[[ 50.   0.]],[[  5.00000000e+01   3.30154333e-02]],1.6507716655819764,1
99,[[ 1.34743061  1.45734894]],[[ 50.   0.]],[[ 50.   0.]],-0.0,2
99,[[ 0.11264238  1.07319727]],[[ 50.   0.]],[[ 50.   0.]],-0.0,3
99,[[ 0.63599251  1.58742172]],[[ 100.    0.]],[[ 50.   0.]],-0.0,4
99,[[ 1.74491522  1.03460274]],[[  1.00000000e+02   5.32734357e-02]],[[ 100.    0.]],-5.919270634234799,5
99,[[ 1.42655844  1.0060871 ]],[[  1.00000000e+02   8.48087860e-02]],[[  1.00000000e+02   5.32734357e-02]],-3.5039278109568444,6
99,[[ 1.56974871  0.50940195]],[[ 100.            0.16433479]],[[  1.00000000e+02   8.48087860e-02]],-8.836223029335729,7
99,[[ 0.55324196  0.26926048]],[[ 100.           0.1856334]],[[ 100.            0.16433479]],-2.3665123696647,8
99,[[ 1.94813459  0.82883364]],[[-50.           0.26958098]],[[ 100.           0.1856334]],-9.327507921825623,9
99,[[ 1.04169795  1.57349756]],[[-50.           0.22526434]],[[-50.           0.26958098]],-2.215831726854482,10
99,[[ 0.15886896  0.62318539]],[[-50.           0.18657131]],[[-50.           0.22526434]],-1.9346517770592555,11
99,[[ 0.6834775  0.3272666]],[[-50.           0.21328712]],[[-50.           0.18657131]],1.4842120838580095,12
99,[[ 1.36835646  0.99663569]],[[ 50.           0.24116618]],[[-50.           0.21328712]],1.5488365425236863,13
99,[[ 0.01100708  0.85462368]],[[ 50.          0.1708648]],[[ 50.           0.24116618]],3.5150691575010122,14
99,[[ 1.16976745  1.51859317]],[[ 50.           0.14179599]],[[ 50.          0.1708648]],1.4534405271287771,15
99,[[ 0.65546316  1.07775398]],[[ 50.           0.10660508]],[[ 50.           0.14179599]],1.7595451208118216,16
99,[[ 1.99155133  1.65812121]],[[ 100.            0.13161234]],[[ 50.           0.10660508]],-1.3892921791441428,17
99,[[ 0.02872641  1.63581301]],[[ 100.    0.]],[[ 100.            0.13161234]],13.161234420651738,18
99,[[ 0.16322964  0.73649811]],[[ 100.    0.]],[[ 100.    0.]],-0.0,19
99,[[ 1.62490918  1.77945199]],[[ 100.    0.]],[[ 100.    0.]],-0.0,20
99,[[ 0.03510322  0.30480356]],[[ 100.    0.]],[[ 100.    0.]],-0.0,21
99,[[ 0.45592236  0.51731874]],[[-50.   0.]],[[ 100.    0.]],-0.0,22
99,[[ 1.24499533  0.74597298]],[[ -5.00000000e+01   3.74266763e-02]],[[-50.   0.]],2.0792597951860308,23
99,[[ 1.86234094  1.35812351]],[[-50.           0.07524298]],[[ -5.00000000e+01   3.74266763e-02]],2.100905990457356,24
99,[[ 0.49672359  0.19256921]],[[-50.           0.09805456]],[[-50.           0.07524298]],1.2673099305795459,25
99,[[ 0.87084621  0.17465292]],[[ 50.           0.15026906]],[[-50.           0.09805456]],2.900805376708872,26
99,[[ 0.64352121  0.30420835]],[[ 50.           0.17571752]],[[ 50.           0.15026906]],-1.4138035644731275,27
99,[[ 1.27091425  0.62178578]],[[ 50.           0.22440216]],[[ 50.           0.17571752]],-2.7047019567634596,28
99,[[ 0.95066856  1.13766482]],[[ 50.           0.20881914]],[[ 50.           0.22440216]],0.7791511052243529,29
99,[[ 1.83282333  0.75612172]],[[ 100.            0.28957176]],[[ 50.           0.20881914]],-4.486256701285815,30
99,[[ 0.46885138  1.75625361]],[[ 100.            0.18228824]],[[ 100.            0.28957176]],10.728351922670088,31
99,[[ 1.7407772   0.01499981]],[[ 100.            0.31172154]],[[ 100.            0.18228824]],-14.381478252586389,32
99,[[ 0.56394819  1.59550569]],[[ 100.            0.22575842]],[[ 100.            0.31172154]],8.596312482472934,33
99,[[ 0.46134865  0.94456636]],[[ 100.            0.18549028]],[[ 100.            0.22575842]],4.026814203995855,34
99,[[ 1.24352384  0.69194709]],[[-50.           0.22685853]],[[ 100.            0.18549028]],-4.596472922989153,35
