episode,reward,step,cum max reward,rolling mean,rolling std
1,-9.992490691987761,1128,-9.992490691987761,-9.992490691987761,
2,-9.279897532874918,1128,-9.279897532874918,-9.63619411243134,0.503879455035837
3,-19.65580098466922,1128,-9.279897532874918,-12.976063069843967,5.7957847795332365
4,-26.984731925817588,1128,-9.279897532874918,-16.478230283837373,8.453093018901074
5,-44.96215366070387,1128,-9.279897532874918,-22.17501495921067,14.692102108870802
6,-10.14095428487769,1128,-9.279897532874918,-20.169338180155176,14.02935235690669
7,3.4854505250875736,1128,3.4854505250875736,-16.790082650834783,15.619043349566361
8,0.8818571691644639,1128,3.4854505250875736,-14.581090173334877,15.752493525109262
9,-32.32293134889049,1128,3.4854505250875736,-16.552405859507722,15.877600276403331
10,-0.844037415372842,1128,3.4854505250875736,-14.981569015094234,15.772208608664124
11,-42.06033383596783,1128,3.4854505250875736,-17.443274907900925,17.04541765065227
12,-57.53472629528339,1128,3.4854505250875736,-20.7842291901828,19.951858872165634
13,-31.555596355682017,1128,3.4854505250875736,-21.612795895221204,19.33464281071646
14,-11.994076482350298,1128,3.4854505250875736,-20.925744508587567,18.753158011076355
15,-50.86287619487364,1128,3.4854505250875736,-22.921553287673305,19.65476173386683
16,-1.7933943686263079,1128,3.4854505250875736,-21.601043355232868,19.709277644488118
17,4.4903175780869375,1128,4.4903175780869375,-20.06625741797876,20.105268029364332
18,-12.957749601956923,1128,4.4903175780869375,-19.67134031708866,19.576805682766167
19,-14.709470827952542,1128,4.4903175780869375,-19.410189291344654,19.059259639511886
20,4.589568802433969,1128,4.589568802433969,-18.210201386655722,19.31155336395095
21,-54.10250199270338,1128,4.589568802433969,-20.415701951691503,20.786163910452732
22,8.828116363957463,1128,8.828116363957463,-19.510301256849882,21.672232238016733
23,-22.36491696772402,1128,8.828116363957463,-19.645757056002623,21.68165371509868
24,-6.890540624051324,1128,8.828116363957463,-18.64104749091431,21.788981059350714
25,-4.166518434125694,1128,8.828116363957463,-16.6012657295854,21.09368998343446
26,-37.56158106448501,1128,8.828116363957463,-17.97229706856577,21.5381375844828
27,-31.33087375071047,1128,8.828116363957463,-19.71311328235567,21.11540203504495
28,-75.50597065520537,1128,8.828116363957463,-23.53250467357416,23.91682844322659
29,-7.789678343781197,1128,8.828116363957463,-22.305842023318696,24.07089302285536
30,13.467033718213926,1128,13.467033718213926,-21.590288466639358,24.939504881947673
31,-1.9276068748056274,1128,13.467033718213926,-19.58365211858125,24.820053090266875
32,-0.8663030044194777,1128,13.467033718213926,-16.750230954038052,23.456741023527467
33,-13.18597152533018,1128,13.467033718213926,-15.831749712520457,23.204795595818272
34,-20.822652485993107,1128,13.467033718213926,-16.273178512702597,23.21192118989329
35,-73.20073081563739,1128,13.467033718213926,-17.390071243740785,25.398324083953373
36,-24.38362710752863,1128,13.467033718213926,-18.5195828806859,25.169488653516368
37,5.432636054472039,1128,13.467033718213926,-18.472466956866647,25.215668580321715
38,-23.546500396091336,1128,13.467033718213926,-19.001904496573367,25.204945758164904
39,-61.60024294215929,1128,13.467033718213926,-21.346443102283704,26.907984286433912
40,-7.28787920862404,1128,13.467033718213926,-21.940315502836604,26.4323023724742
41,-45.8580483514028,1128,13.467033718213926,-21.528092820771572,25.96446835226783
42,-26.341760574460363,1128,13.467033718213926,-23.286586667692465,24.972347515734004
43,-2.3308670421516426,1128,13.467033718213926,-22.284884171413843,25.409249476946652
44,-10.335418708861415,1128,13.467033718213926,-22.45712807565435,25.310887789320724
45,24.898270567533878,1128,24.898270567533878,-21.00388862557137,27.18158147155325
46,8.561646282530127,1128,24.898270567533878,-18.697727258220613,27.655327006653987
47,-70.03400815275396,1128,24.898270567533878,-20.632883978322788,29.852660853113182
48,-56.95289471818173,1128,24.898270567533878,-19.705230181471602,28.3059623136814
49,-23.049061796770097,1128,24.898270567533878,-20.468199354121047,28.1732244503573
50,5.148435484228116,1128,24.898270567533878,-20.88412926582034,27.703346677567865
51,15.902395009452917,1128,24.898270567533878,-19.992629171607412,28.617289680363818
52,-44.01903169618923,1128,24.898270567533878,-22.1502656061959,28.725909696822107
53,-47.493494897955706,1128,24.898270567533878,-23.86564177482718,29.183133435218775
54,-28.80159220318464,1128,24.898270567533878,-24.264588760686756,29.19388086003335
55,-31.735943352701632,1128,24.898270567533878,-22.19134938753997,26.9194506317376
56,17.836340411213623,1128,24.898270567533878,-20.080351011602858,28.35560207356796
57,-38.31109384136654,1128,24.898270567533878,-22.267537506394785,27.968530238153264
58,-77.8236548453946,1128,24.898270567533878,-24.981395228859945,30.607946115625108
59,-23.481658401154125,1128,24.898270567533878,-23.07546600180969,29.369460347760878
60,7.528234169308551,1128,24.898270567533878,-22.33466033291306,29.96937167025275
61,-27.422864697955774,1128,24.898270567533878,-21.412901150240707,29.48741816245346
62,6.148643921209711,1128,24.898270567533878,-19.788380925457204,30.090401127398955
63,-46.46522160611789,1128,24.898270567533878,-21.995098653655518,30.359867497825
64,-41.73284419869831,1128,24.898270567533878,-23.564969928147363,30.53647524005268
65,-1.3908786260476438,1128,24.898270567533878,-24.87942738782644,28.860370533334745
66,19.76966122845767,1128,24.898270567533878,-24.319026640530062,29.642122842150194
67,-49.091081838078814,1128,24.898270567533878,-23.271880324796307,28.28084562972061
68,-43.502944586890585,1128,24.898270567533878,-22.599382818231753,27.589241356381255
69,30.763848456064927,1128,30.763848456064927,-19.90873730559,30.056787751774184
70,26.540523620122066,1128,30.763848456064927,-18.839132898795302,31.348289779368756
71,-10.878405847776872,1128,30.763848456064927,-20.17817294165679,30.342023159471104
72,15.777580444459746,1128,30.763848456064927,-17.18834233462434,30.81163223013983
73,-31.84010218202522,1128,30.763848456064927,-16.405672698827814,30.193932200278777
74,-15.233783142866164,1128,30.763848456064927,-15.727282245811892,30.052854777457117
75,18.618431802484757,1128,30.763848456064927,-13.209563488052575,30.74246181750326
76,18.402573049877624,1128,30.763848456064927,-13.181251856119374,30.772803448920936
77,-15.3388780167482,1128,30.763848456064927,-12.032641064888457,30.209011784968876
78,-21.079271798447966,1128,30.763848456064927,-9.195421912541125,26.088403604966633
79,-29.420907102929426,1128,30.763848456064927,-9.49238434762989,26.29258572185227
80,-11.154620043079642,1128,30.763848456064927,-10.426527058249299,25.986140370357
81,-14.464627831244405,1128,30.763848456064927,-9.778615214913732,25.70003615107567
82,-28.021869577089277,1128,30.763848456064927,-11.48714088982868,25.721282250576145
83,-42.24282477972295,1128,30.763848456064927,-11.276021048508932,25.434805598518516
84,18.848948936806035,1128,30.763848456064927,-8.246931391733714,25.22326144245334
85,-5.88984601417138,1128,30.763848456064927,-8.4718797611399,25.178921630127544
86,-9.29795558273347,1128,30.763848456064927,-9.925260601699458,24.286053222187746
87,-8.848053709795428,1128,30.763848456064927,-7.913109195285289,22.469463485301944
88,-60.01676680284538,1128,30.763848456064927,-8.738800306083029,24.091031781561934
89,6.871517406492398,1128,30.763848456064927,-9.933416858561655,22.573691043729266
90,-8.605156914890074,1128,30.763848456064927,-11.690700885312262,20.890080769840903
91,-33.44572791213052,1128,30.763848456064927,-12.819066988529944,21.445980108280914
92,34.698933596888594,1128,34.698933596888594,-11.8729993309085,23.125472909262914
93,21.575331218212106,1128,34.698933596888594,-9.202227660896634,23.773500995694445
94,24.01081571662378,1128,34.698933596888594,-7.239997717922137,24.84491614218964
95,-32.729742115999336,1128,34.698933596888594,-9.80740641384634,24.684711066308555
96,-18.525244450829973,1128,34.698933596888594,-11.653797288881721,23.82985613131324
97,-14.176022543120585,1128,34.698933596888594,-11.59565451520034,23.82180890449388
98,-34.827784053574796,1128,34.698933596888594,-12.283080127956683,24.30338375489207
99,-28.22382799778328,1128,34.698933596888594,-12.223226172699377,24.26039164881023
100,-26.27456172069191,1128,34.698933596888594,-12.97922325657999,24.46009955645796
101,-38.82035501100321,1128,34.698933596888594,-14.19700961556793,25.134931163413476
