,action,electricity_price,episode,gross_rate,losses,net_stored,new_charge,next_observation,next_state,observation,old_charge,reward,state,steps
15/11/2009 04:10,[ 0.84210526  0.31578947],-50.0,450,0.5263157894736845,0.004385964912280703,0.03947368421052633,0.6136720343672457,[[-50.         -50.          50.          50.          50.           0.61367203]],[[-50.           0.61367203]],[[-50.         -50.         -50.          50.          50.           0.57419835]],0.5741983501567194,2.192982456140352,[[-50.           0.57419835]],38
15/11/2009 04:15,[ 0.42105263  0.52631579],-50.0,450,-0.10526315789473717,0.0,-0.00877192982456143,0.6049001045426843,[[-50.         50.         50.         50.         50.          0.6049001]],[[-50.          0.6049001]],[[-50.         -50.          50.          50.          50.           0.61367203]],0.6136720343672457,-0.43859649122807154,[[-50.           0.61367203]],39
15/11/2009 04:20,[ 0.94736842  1.05263158],-50.0,450,-0.10526315789473717,0.0,-0.00877192982456143,0.5961281747181228,"[[  50.           50.           50.           50.          100.
     0.59612817]]",[[ 50.           0.59612817]],[[-50.         50.         50.         50.         50.          0.6049001]],0.6049001045426843,-0.43859649122807154,[[-50.          0.6049001]],40
15/11/2009 04:25,[ 0.18640451  0.24257214],50.0,450,-0.05616762737925374,0.0,-0.0046806356149378114,0.591447539103185,"[[  50.           50.           50.          100.          100.
     0.59144754]]",[[ 50.           0.59144754]],"[[  50.           50.           50.           50.          100.
     0.59612817]]",0.5961281747181228,0.23403178074689057,[[ 50.           0.59612817]],41
15/11/2009 04:30,[ 1.89473684  1.26315789],50.0,450,0.6315789473684204,0.005263157894736835,0.047368421052631504,0.6388159601558165,"[[  50.           50.          100.          100.          100.
     0.63881596]]",[[ 50.           0.63881596]],"[[  50.           50.           50.          100.          100.
     0.59144754]]",0.591447539103185,-2.631578947368418,[[ 50.           0.59144754]],42
15/11/2009 04:35,[ 2.          1.36842105],50.0,450,0.6315789473684217,0.0052631578947368455,0.047368421052631615,0.6861843812084482,"[[  50.          100.          100.          100.          100.
     0.68618438]]",[[ 50.           0.68618438]],"[[  50.           50.          100.          100.          100.
     0.63881596]]",0.6388159601558165,-2.631578947368424,[[ 50.           0.63881596]],43
15/11/2009 04:40,[ 2.          1.78947368],50.0,450,0.21052631578947434,0.001754385964912286,0.015789473684210575,0.7019738548926587,"[[ 100.          100.          100.          100.          100.
     0.70197385]]",[[ 100.            0.70197385]],"[[  50.          100.          100.          100.          100.
     0.68618438]]",0.6861843812084482,-0.8771929824561431,[[ 50.           0.68618438]],44
15/11/2009 04:45,[ 2.          1.78947368],100.0,450,0.21052631578947434,0.001754385964912286,0.015789473684210575,0.7177633285768693,"[[ 100.          100.          100.          100.          -50.
     0.71776333]]",[[ 100.            0.71776333]],"[[ 100.          100.          100.          100.          100.
     0.70197385]]",0.7019738548926587,-1.7543859649122862,[[ 100.            0.70197385]],45
15/11/2009 04:50,[ 2.          0.42105263],100.0,450,1.5789473684210522,0.0131578947368421,0.11842105263157887,0.8361843812084482,"[[ 100.          100.          100.          -50.          -50.
     0.83618438]]",[[ 100.            0.83618438]],"[[ 100.          100.          100.          100.          -50.
     0.71776333]]",0.7177633285768693,-13.157894736842103,[[ 100.            0.71776333]],46
15/11/2009 04:55,[ 2.  0.],100.0,450,2.000000000000001,0.01666666666666667,0.15000000000000002,0.9861843812084482,"[[ 100.          100.          -50.          -50.          -50.
     0.98618438]]",[[ 100.            0.98618438]],"[[ 100.          100.          100.          -50.          -50.
     0.83618438]]",0.8361843812084482,-16.666666666666675,[[ 100.            0.83618438]],47
15/11/2009 05:00,[ 2.          0.63157895],100.0,450,1.3684210526315792,0.011403508771929825,0.10263157894736852,1.0888159601558167,Terminal,Terminal,"[[ 100.          100.          -50.          -50.          -50.
     0.98618438]]",0.9861843812084482,-11.403508771929827,[[ 100.            0.98618438]],47
