episode,action,reward
1,0.11300261987069771,-28.899288665833335
1,0.05161834168115176,-28.741237351
1,0.6246031857676084,-30.216533626666664
1,-0.922320273142851,-26.576274834166668
1,-1.1797950702661533,-28.608333333333334
1,-1.163686461060009,-26.533333333333335
1,0.5461832037668652,-27.837621786666666
1,0.7690891121044214,-28.369930866666667
1,-1.4162628535618342,-23.39245
1,-1.705477193621595,-26.53333014933333
1,0.44016733615715387,-27.584451333333334
1,0.821022813489027,-28.1359704
1,-1.9105300793611688,-23.2261166
1,0.7841051286342666,-28.048920900000002
1,-0.12060894007435863,-25.88400704
1,0.5292333228043322,-27.4479322
1,0.7403876645231935,-27.94584224
1,0.8063601097746171,-29.04883583333333
1,-0.6931959408462847,-25.205938333333336
1,-1.0121681042744033,-24.342039583333335
1,0.9509034976167641,-29.401184583333333
1,1.6454086128054062,-31.093995833333334
1,1.3510272730884112,-30.376450000000002
1,1.4639654567380158,-27.4356517
1,0.8521345634033048,-26.100808566666668
1,-0.02764850140905084,-24.174643306666667
1,-0.3189490100188479,-23.468483556666662
1,1.3205258212920596,-27.122740266666668
1,0.6821349175808855,-25.729940156666668
1,0.932164194241555,-23.81857944
1,-1.5771439946189667,-18.509212875
1,-0.15059502867360086,-21.6440565
1,1.7814453213600023,-25.498273725
1,1.2663269297016644,-24.479468775
1,1.2305568149107011,-24.408709275000003
1,-0.32096095147257975,-20.801861536666664
1,-0.832212396386816,-19.703104376666666
1,0.0987026370462698,-21.682590036666667
1,1.854320167443439,-25.078389424999997
1,1.4865746310922598,-24.367144208333333
1,1.8889902096265874,-25.14559386666667
1,-1.0833503891376854,-20.352230799999997
1,1.9609618656747196,-26.8532473
1,-1.7414547893777597,-18.850163199999997
1,-0.2447512041120654,-22.266244000000004
1,1.317067681402654,-25.530584199999996
1,-0.8449244478502456,-20.8964701
1,1.0022191424755613,-24.738545766666668
1,-0.48377816101737636,-21.594025366666667
1,1.9593136457754792,-26.69311516666667
1,-1.4264820500034525,-19.454836566666668
1,-0.12840895113904915,-22.40030566666667
1,1.065806391265692,-24.868432866666666
1,-0.29259937860487684,-22.9580956
1,0.9847749741411409,-25.745863
1,1.7142920121287228,-27.2988166
1,-0.13466290693410077,-23.3315764
1,0.39434845783852346,-24.489196599999996
1,0.07127092919881184,-23.801833
1,-1.881277040847273,-17.6380061
1,-0.24026211498006367,-21.2030786
1,-1.5870858773270689,-18.2769818
1,0.7307981443722391,-23.1538967
1,-1.3012809798950533,-18.8979692
1,-0.11647112003049909,-21.471860300000003
1,1.7575244737714586,-23.607405933333336
1,-0.0717546152014954,-20.237062533333336
1,-0.71984754902059,-18.915977933333334
1,1.8246602149873978,-23.730684333333336
1,0.7376868611641823,-21.736460533333336
1,0.865162929135689,-21.970542733333332
1,-0.18885960794105694,-20.10462006666667
1,1.5101672140090847,-23.27697596666667
1,-1.2896052013816224,-17.848979366666665
1,0.5095650231880797,-21.431250566666666
1,1.891716542009417,-23.98049586666667
1,-0.2986985064981784,-19.879621566666668
1,-0.09336983896655093,-19.185859466666663
1,0.7711522633247094,-20.710635866666667
1,0.21662447268254992,-19.744084266666665
1,-1.0727327881103284,-17.289243066666664
1,1.8962027657693126,-22.671859466666668
1,1.2118187082965064,-21.478950266666665
1,1.7818838658973166,-21.466808
1,1.835351713813251,-20.562824
1,-1.5312794568704655,-15.667057999999997
1,-0.09411355680895372,-18.325951999999997
1,-1.0921784631126168,-16.479578
1,-1.804250356078458,-15.162230000000001
1,0.5833367225898853,-18.506458333333335
1,1.7416058241342398,-20.339415333333335
1,-0.6774914156671907,-16.392027333333335
1,-0.48405933725508143,-16.732159333333335
1,-1.722537142400593,-14.554428333333334
1,-0.14592507249448428,-17.326757333333333
1,1.9765647895760927,-21.182352533333333
1,-0.8912487108934002,-16.38058673333333
1,1.184301359570215,-19.90006893333333
1,1.676999397096996,-20.697665733333334
1,-0.09137304039115435,-17.819109533333332
1,0.7861170189322388,-19.25569013333333
1,-0.34179152463336004,-18.2782192
1,-1.218853950330089,-16.6183453
1,1.781922334437935,-21.9599644
1,-0.29258380821040886,-18.3713302
1,1.2833411815664149,-21.111064600000002
1,1.8509537277114712,-19.944451899999997
1,0.11975490477064765,-17.745098199999997
1,1.4608976484552416,-17.659531
1,1.7580586873084711,-17.651059
1,-1.558284545158652,-14.8995652
1,-1.458449535863719,-15.0757828
1,-1.8443174550878583,-14.3948458
1,-1.8598806351321753,-12.820688999999998
1,1.1955544598541898,-17.444763
1,-0.6878494805247684,-14.666652
1,-0.37986173085145136,-15.151625999999998
1,-0.14939768673538145,-15.514694999999998
1,0.6055304174902614,-16.608248999999997
1,-1.3516561615098492,-13.498586133333333
1,-0.2606084962046413,-15.201517733333333
1,-0.12350462418766428,-15.415601633333331
1,1.7193161113648627,-18.023566833333334
1,1.7485569597849908,-18.064585533333332
1,-0.9759006215442394,-14.085022433333332
1,-1.7023782647642105,-12.494742433333336
1,-0.41596244054849807,-14.432027133333333
1,1.2152687249962075,-16.705233133333333
1,0.39557804479051795,-15.594289533333333
1,0.06719418047411052,-15.149406133333333
1,0.44259682138161205,-15.658076633333334
1,-0.9202868776381385,-11.7809367
1,-1.0833423655876064,-11.569340399999998
1,-0.8022291744312575,-11.934145500000001
1,1.1261642872776991,-14.2900422
1,1.800832474970644,-15.0778842
1,-0.5934982707273786,-12.204907799999999
1,0.08931563623425731,-13.062518333333333
1,-0.9320850252009474,-11.750564833333332
1,-1.3792752391502634,-11.171016333333334
1,1.4710237057013846,-14.673964833333333
1,1.3690405335620626,-14.555007333333334
1,1.3833105626053595,-14.571645833333335
1,0.876189508672637,-13.494790533333333
1,-0.13586921755926173,-12.338420133333333
1,-1.410180462669782,-10.744358133333332
1,-0.5501846588945711,-11.820124833333333
1,0.03215110495868512,-12.544507433333333
1,-0.7369957252011856,-11.586419133333333
1,-0.6045446680830344,-11.368482400000001
1,0.13286865620963706,-12.244619199999999
1,-1.1348804682216609,-10.7268436
1,1.742090337846176,-13.997038
1,-1.2662398924012148,-10.567849599999999
1,-1.3553559251077454,-10.459966
1,0.6439885363177171,-11.716906999999999
1,-0.6100962643896959,-10.3993364
