tempus_interval_time,C_forecast_electricity_price_current_hh [$/MWh],C_forecast_electricity_price_next_hh [$/MWh],C_minute
2018-05-30 23:55:00,79.02,79.47,55
2018-05-31 00:00:00,79.47,79.24,0
2018-05-31 00:05:00,79.47,79.24,5
2018-05-31 00:10:00,79.47,79.24,10
2018-05-31 00:15:00,79.47,79.24,15
2018-05-31 00:20:00,79.47,79.24,20
2018-05-31 00:25:00,79.47,79.24,25
2018-05-31 00:30:00,79.24,71.75,30
2018-05-31 00:35:00,79.24,71.75,35
2018-05-31 00:40:00,79.24,71.75,40
2018-05-31 00:45:00,79.24,71.75,45
2018-05-31 00:50:00,79.24,71.75,50
2018-05-31 00:55:00,79.24,71.75,55
2018-05-31 01:00:00,71.75,73.65,0
2018-05-31 01:05:00,71.75,73.65,5
2018-05-31 01:10:00,71.75,73.65,10
2018-05-31 01:15:00,71.75,73.65,15
2018-05-31 01:20:00,71.75,73.65,20
2018-05-31 01:25:00,71.75,73.65,25
2018-05-31 01:30:00,73.65,70.99,30
2018-05-31 01:35:00,73.65,70.99,35
2018-05-31 01:40:00,73.65,70.99,40
2018-05-31 01:45:00,73.65,70.99,45
2018-05-31 01:50:00,73.65,70.99,50
2018-05-31 01:55:00,73.65,70.99,55
2018-05-31 02:00:00,70.99,61.8,0
2018-05-31 02:05:00,70.99,61.8,5
2018-05-31 02:10:00,70.99,61.8,10
2018-05-31 02:15:00,70.99,61.8,15
2018-05-31 02:20:00,70.99,61.8,20
2018-05-31 02:25:00,70.99,61.8,25
2018-05-31 02:30:00,61.8,68.9,30
2018-05-31 02:35:00,61.8,68.9,35
2018-05-31 02:40:00,61.8,68.9,40
2018-05-31 02:45:00,61.8,68.9,45
2018-05-31 02:50:00,61.8,68.9,50
2018-05-31 02:55:00,61.8,68.9,55
2018-05-31 03:00:00,68.9,68.79,0
2018-05-31 03:05:00,68.9,68.79,5
2018-05-31 03:10:00,68.9,68.79,10
2018-05-31 03:15:00,68.9,68.79,15
2018-05-31 03:20:00,68.9,68.79,20
2018-05-31 03:25:00,68.9,68.79,25
2018-05-31 03:30:00,68.79,70.81,30
2018-05-31 03:35:00,68.79,70.81,35
2018-05-31 03:40:00,68.79,70.81,40
2018-05-31 03:45:00,68.79,70.81,45
2018-05-31 03:50:00,68.79,70.81,50
2018-05-31 03:55:00,68.79,70.81,55
2018-05-31 04:00:00,70.81,74.34,0
2018-05-31 04:05:00,70.81,74.34,5
2018-05-31 04:10:00,70.81,74.34,10
2018-05-31 04:15:00,70.81,74.34,15
2018-05-31 04:20:00,70.81,74.34,20
2018-05-31 04:25:00,70.81,74.34,25
2018-05-31 04:30:00,74.34,76.47,30
2018-05-31 04:35:00,74.34,76.47,35
2018-05-31 04:40:00,74.34,76.47,40
2018-05-31 04:45:00,74.34,76.47,45
2018-05-31 04:50:00,74.34,76.47,50
2018-05-31 04:55:00,74.34,76.47,55
2018-05-31 05:00:00,76.47,81.29,0
2018-05-31 05:05:00,76.47,81.29,5
2018-05-31 05:10:00,76.47,81.29,10
2018-05-31 05:15:00,76.47,81.29,15
2018-05-31 05:20:00,76.47,81.29,20
2018-05-31 05:25:00,76.47,81.29,25
2018-05-31 05:30:00,81.29,106.85,30
2018-05-31 05:35:00,81.29,106.85,35
2018-05-31 05:40:00,81.29,106.85,40
2018-05-31 05:45:00,81.29,106.85,45
2018-05-31 05:50:00,81.29,106.85,50
2018-05-31 05:55:00,81.29,106.85,55
2018-05-31 06:00:00,106.85,242.38,0
2018-05-31 06:05:00,106.85,242.38,5
2018-05-31 06:10:00,106.85,242.38,10
2018-05-31 06:15:00,106.85,242.38,15
2018-05-31 06:20:00,106.85,242.38,20
2018-05-31 06:25:00,106.85,242.38,25
2018-05-31 06:30:00,242.38,119.32,30
2018-05-31 06:35:00,242.38,119.32,35
2018-05-31 06:40:00,242.38,119.32,40
2018-05-31 06:45:00,242.38,119.32,45
2018-05-31 06:50:00,242.38,119.32,50
2018-05-31 06:55:00,242.38,119.32,55
2018-05-31 07:00:00,119.32,141.73,0
2018-05-31 07:05:00,119.32,141.73,5
2018-05-31 07:10:00,119.32,141.73,10
2018-05-31 07:15:00,119.32,141.73,15
2018-05-31 07:20:00,119.32,141.73,20
2018-05-31 07:25:00,119.32,141.73,25
2018-05-31 07:30:00,141.73,144.16,30
2018-05-31 07:35:00,141.73,144.16,35
2018-05-31 07:40:00,141.73,144.16,40
2018-05-31 07:45:00,141.73,144.16,45
2018-05-31 07:50:00,141.73,144.16,50
2018-05-31 07:55:00,141.73,144.16,55
2018-05-31 08:00:00,144.16,121.52,0
2018-05-31 08:05:00,144.16,121.52,5
2018-05-31 08:10:00,144.16,121.52,10
2018-05-31 08:15:00,144.16,121.52,15
2018-05-31 08:20:00,144.16,121.52,20
2018-05-31 08:25:00,144.16,121.52,25
2018-05-31 08:30:00,121.52,102.29,30
2018-05-31 08:35:00,121.52,102.29,35
2018-05-31 08:40:00,121.52,102.29,40
2018-05-31 08:45:00,121.52,102.29,45
2018-05-31 08:50:00,121.52,102.29,50
2018-05-31 08:55:00,121.52,102.29,55
2018-05-31 09:00:00,102.29,96.84,0
2018-05-31 09:05:00,102.29,96.84,5
2018-05-31 09:10:00,102.29,96.84,10
2018-05-31 09:15:00,102.29,96.84,15
2018-05-31 09:20:00,102.29,96.84,20
2018-05-31 09:25:00,102.29,96.84,25
2018-05-31 09:30:00,96.84,94.4,30
2018-05-31 09:35:00,96.84,94.4,35
2018-05-31 09:40:00,96.84,94.4,40
2018-05-31 09:45:00,96.84,94.4,45
2018-05-31 09:50:00,96.84,94.4,50
2018-05-31 09:55:00,96.84,94.4,55
2018-05-31 10:00:00,94.4,89.43,0
2018-05-31 10:05:00,94.4,89.43,5
2018-05-31 10:10:00,94.4,89.43,10
2018-05-31 10:15:00,94.4,89.43,15
2018-05-31 10:20:00,94.4,89.43,20
2018-05-31 10:25:00,94.4,89.43,25
2018-05-31 10:30:00,89.43,88.12,30
2018-05-31 10:35:00,89.43,88.12,35
2018-05-31 10:40:00,89.43,88.12,40
2018-05-31 10:45:00,89.43,88.12,45
2018-05-31 10:50:00,89.43,88.12,50
2018-05-31 10:55:00,89.43,88.12,55
2018-05-31 11:00:00,88.12,89.0,0
2018-05-31 11:05:00,88.12,89.0,5
2018-05-31 11:10:00,88.12,89.0,10
2018-05-31 11:15:00,88.12,89.0,15
2018-05-31 11:20:00,88.12,89.0,20
2018-05-31 11:25:00,88.12,89.0,25
2018-05-31 11:30:00,89.0,86.78,30
2018-05-31 11:35:00,89.0,86.78,35
2018-05-31 11:40:00,89.0,86.78,40
2018-05-31 11:45:00,89.0,86.78,45
2018-05-31 11:50:00,89.0,86.78,50
2018-05-31 11:55:00,89.0,86.78,55
2018-05-31 12:00:00,86.78,87.86,0
2018-05-31 12:05:00,86.78,87.86,5
2018-05-31 12:10:00,86.78,87.86,10
2018-05-31 12:15:00,86.78,87.86,15
2018-05-31 12:20:00,86.78,87.86,20
2018-05-31 12:25:00,86.78,87.86,25
2018-05-31 12:30:00,87.86,86.93,30
2018-05-31 12:35:00,87.86,86.93,35
2018-05-31 12:40:00,87.86,86.93,40
2018-05-31 12:45:00,87.86,86.93,45
2018-05-31 12:50:00,87.86,86.93,50
2018-05-31 12:55:00,87.86,86.93,55
2018-05-31 13:00:00,86.93,89.0,0
2018-05-31 13:05:00,86.93,89.0,5
2018-05-31 13:10:00,86.93,89.0,10
2018-05-31 13:15:00,86.93,89.0,15
2018-05-31 13:20:00,86.93,89.0,20
2018-05-31 13:25:00,86.93,89.0,25
2018-05-31 13:30:00,89.0,89.09,30
2018-05-31 13:35:00,89.0,89.09,35
2018-05-31 13:40:00,89.0,89.09,40
2018-05-31 13:45:00,89.0,89.09,45
2018-05-31 13:50:00,89.0,89.09,50
2018-05-31 13:55:00,89.0,89.09,55
2018-05-31 14:00:00,89.09,90.34,0
2018-05-31 14:05:00,89.09,90.34,5
2018-05-31 14:10:00,89.09,90.34,10
2018-05-31 14:15:00,89.09,90.34,15
2018-05-31 14:20:00,89.09,90.34,20
2018-05-31 14:25:00,89.09,90.34,25
2018-05-31 14:30:00,90.34,90.16,30
2018-05-31 14:35:00,90.34,90.16,35
2018-05-31 14:40:00,90.34,90.16,40
2018-05-31 14:45:00,90.34,90.16,45
2018-05-31 14:50:00,90.34,90.16,50
2018-05-31 14:55:00,90.34,90.16,55
2018-05-31 15:00:00,90.16,92.24,0
2018-05-31 15:05:00,90.16,92.24,5
2018-05-31 15:10:00,90.16,92.24,10
2018-05-31 15:15:00,90.16,92.24,15
2018-05-31 15:20:00,90.16,92.24,20
2018-05-31 15:25:00,90.16,92.24,25
2018-05-31 15:30:00,92.24,98.37,30
2018-05-31 15:35:00,92.24,98.37,35
2018-05-31 15:40:00,92.24,98.37,40
2018-05-31 15:45:00,92.24,98.37,45
2018-05-31 15:50:00,92.24,98.37,50
2018-05-31 15:55:00,92.24,98.37,55
2018-05-31 16:00:00,98.37,106.73,0
2018-05-31 16:05:00,98.37,106.73,5
2018-05-31 16:10:00,98.37,106.73,10
2018-05-31 16:15:00,98.37,106.73,15
2018-05-31 16:20:00,98.37,106.73,20
2018-05-31 16:25:00,98.37,106.73,25
2018-05-31 16:30:00,106.73,120.85,30
2018-05-31 16:35:00,106.73,120.85,35
2018-05-31 16:40:00,106.73,120.85,40
2018-05-31 16:45:00,106.73,120.85,45
2018-05-31 16:50:00,106.73,120.85,50
2018-05-31 16:55:00,106.73,120.85,55
2018-05-31 17:00:00,120.85,251.56,0
2018-05-31 17:05:00,120.85,251.56,5
2018-05-31 17:10:00,120.85,251.56,10
2018-05-31 17:15:00,120.85,251.56,15
2018-05-31 17:20:00,120.85,251.56,20
2018-05-31 17:25:00,120.85,251.56,25
2018-05-31 17:30:00,251.56,199.1,30
2018-05-31 17:35:00,251.56,199.1,35
2018-05-31 17:40:00,251.56,199.1,40
2018-05-31 17:45:00,251.56,199.1,45
2018-05-31 17:50:00,251.56,199.1,50
2018-05-31 17:55:00,251.56,199.1,55
2018-05-31 18:00:00,199.1,122.88,0
2018-05-31 18:05:00,199.1,122.88,5
2018-05-31 18:10:00,199.1,122.88,10
2018-05-31 18:15:00,199.1,122.88,15
2018-05-31 18:20:00,199.1,122.88,20
2018-05-31 18:25:00,199.1,122.88,25
2018-05-31 18:30:00,122.88,121.21,30
2018-05-31 18:35:00,122.88,121.21,35
2018-05-31 18:40:00,122.88,121.21,40
2018-05-31 18:45:00,122.88,121.21,45
2018-05-31 18:50:00,122.88,121.21,50
2018-05-31 18:55:00,122.88,121.21,55
2018-05-31 19:00:00,121.21,118.34,0
2018-05-31 19:05:00,121.21,118.34,5
2018-05-31 19:10:00,121.21,118.34,10
2018-05-31 19:15:00,121.21,118.34,15
2018-05-31 19:20:00,121.21,118.34,20
2018-05-31 19:25:00,121.21,118.34,25
2018-05-31 19:30:00,118.34,112.87,30
2018-05-31 19:35:00,118.34,112.87,35
2018-05-31 19:40:00,118.34,112.87,40
2018-05-31 19:45:00,118.34,112.87,45
2018-05-31 19:50:00,118.34,112.87,50
2018-05-31 19:55:00,118.34,112.87,55
2018-05-31 20:00:00,112.87,116.2,0
2018-05-31 20:05:00,112.87,116.2,5
2018-05-31 20:10:00,112.87,116.2,10
2018-05-31 20:15:00,112.87,116.2,15
2018-05-31 20:20:00,112.87,116.2,20
2018-05-31 20:25:00,112.87,116.2,25
2018-05-31 20:30:00,116.2,84.53,30
2018-05-31 20:35:00,116.2,84.53,35
2018-05-31 20:40:00,116.2,84.53,40
2018-05-31 20:45:00,116.2,84.53,45
2018-05-31 20:50:00,116.2,84.53,50
2018-05-31 20:55:00,116.2,84.53,55
2018-05-31 21:00:00,84.53,78.91,0
2018-05-31 21:05:00,84.53,78.91,5
2018-05-31 21:10:00,84.53,78.91,10
2018-05-31 21:15:00,84.53,78.91,15
2018-05-31 21:20:00,84.53,78.91,20
2018-05-31 21:25:00,84.53,78.91,25
2018-05-31 21:30:00,78.91,98.37,30
2018-05-31 21:35:00,78.91,98.37,35
2018-05-31 21:40:00,78.91,98.37,40
2018-05-31 21:45:00,78.91,98.37,45
2018-05-31 21:50:00,78.91,98.37,50
2018-05-31 21:55:00,78.91,98.37,55
2018-05-31 22:00:00,98.37,76.34,0
2018-05-31 22:05:00,98.37,76.34,5
2018-05-31 22:10:00,98.37,76.34,10
2018-05-31 22:15:00,98.37,76.34,15
2018-05-31 22:20:00,98.37,76.34,20
2018-05-31 22:25:00,98.37,76.34,25
2018-05-31 22:30:00,76.34,75.57,30
2018-05-31 22:35:00,76.34,75.57,35
2018-05-31 22:40:00,76.34,75.57,40
2018-05-31 22:45:00,76.34,75.57,45
2018-05-31 22:50:00,76.34,75.57,50
2018-05-31 22:55:00,76.34,75.57,55
2018-05-31 23:00:00,75.57,95.68,0
