,BAU_cost,RL_cost,action,electricity_demand,electricity_price,episode,net_stored,new_charge,next_observation,next_state,observation,old_charge,rate,reward,state,steps
0,49.900000000000006,58.882000000000005,2,10.0,59.88,19,0.150000,0.150000,[ 56.53  10.     9.    24.    16.     0.     0.     0.15],[ 56.53  10.     9.    24.    16.     0.     0.     0.15],[ 59.88  10.     9.    24.    15.    50.     0.     0.  ],0,1.8,-58.882000000000005,[ 59.88  10.     9.    24.    15.    50.     0.     0.  ],1
1,47.108333333333334,55.587833333333336,2,10.0,56.53,19,0.150000,0.300000,[ 56.53  10.     9.    24.    16.     5.     0.     0.3 ],[ 56.53  10.     9.    24.    16.     5.     0.     0.3 ],[ 56.53  10.     9.    24.    16.     0.     0.     0.15],0.1499999999999999944488848768742172978818416595458984375,1.8,-55.587833333333336,[ 56.53  10.     9.    24.    16.     0.     0.     0.15],2
2,47.108333333333334,55.587833333333336,2,10.0,56.53,19,0.150000,0.450000,[ 56.53  10.     9.    24.    16.    10.     0.     0.45],[ 56.53  10.     9.    24.    16.    10.     0.     0.45],[ 56.53  10.     9.    24.    16.     5.     0.     0.3 ],0.299999999999999988897769753748434595763683319091796875,1.8,-55.587833333333336,[ 56.53  10.     9.    24.    16.     5.     0.     0.3 ],3
3,47.108333333333334,55.587833333333336,2,10.0,56.53,19,0.150000,0.600000,[ 56.53  10.     9.    24.    16.    15.     0.     0.6 ],[ 56.53  10.     9.    24.    16.    15.     0.     0.6 ],[ 56.53  10.     9.    24.    16.    10.     0.     0.45],0.450000000000000011102230246251565404236316680908203125,1.8,-55.587833333333336,[ 56.53  10.     9.    24.    16.    10.     0.     0.45],4
4,47.108333333333334,55.587833333333336,2,10.0,56.53,19,0.150000,0.750000,[ 56.53  10.     9.    24.    16.    20.     0.     0.75],[ 56.53  10.     9.    24.    16.    20.     0.     0.75],[ 56.53  10.     9.    24.    16.    15.     0.     0.6 ],0.59999999999999997779553950749686919152736663818359375,1.8,-55.587833333333336,[ 56.53  10.     9.    24.    16.    15.     0.     0.6 ],5
5,47.108333333333334,38.269490966666666,-1.8762800702930793050882130046375095844268798828125,10.0,56.53,19,-0.156357,0.593643,"[ 56.53      10.         9.        24.        16.        25.         0.
   0.593643]","[ 56.53      10.         9.        24.        16.        25.         0.
   0.593643]",[ 56.53  10.     9.    24.    16.    20.     0.     0.75],0.75,-1.87628,-38.269490966666666,[ 56.53  10.     9.    24.    16.    20.     0.     0.75],6
6,47.108333333333334,55.587833333333336,2,10.0,56.53,19,0.150000,0.743643,"[ 56.05      10.         9.        24.        16.        30.         0.
   0.743643]","[ 56.05      10.         9.        24.        16.        30.         0.
   0.743643]","[ 56.53      10.         9.        24.        16.        25.         0.
   0.593643]",0.59364300000000003176836571583407931029796600341796875,1.8,-55.587833333333336,"[ 56.53      10.         9.        24.        16.        25.         0.
   0.593643]",7
7,46.708333333333336,55.115833333333335,2,10.0,56.05,19,0.150000,0.893643,"[ 56.05      10.         9.        24.        16.        35.         0.
   0.893643]","[ 56.05      10.         9.        24.        16.        35.         0.
   0.893643]","[ 56.05      10.         9.        24.        16.        30.         0.
   0.743643]",0.743643000000000053972826208337210118770599365234375,1.8,-55.115833333333335,"[ 56.05      10.         9.        24.        16.        30.         0.
   0.743643]",8
8,46.708333333333336,55.1156465,2,10.0,56.05,19,0.149997,1.04364,[ 56.05     10.        9.       24.       16.       40.        0.        1.04364],[ 56.05     10.        9.       24.       16.       40.        0.        1.04364],"[ 56.05      10.         9.        24.        16.        35.         0.
   0.893643]",0.89364299999999996515498423832468688488006591796875,1.79996,-55.1156465,"[ 56.05      10.         9.        24.        16.        35.         0.
   0.893643]",9
9,46.708333333333336,55.115833333333335,2,10.0,56.05,19,0.150000,1.19364,[ 56.05     10.        9.       24.       16.       45.        0.        1.19364],[ 56.05     10.        9.       24.       16.       45.        0.        1.19364],[ 56.05     10.        9.       24.       16.       40.        0.        1.04364],1.043639999999999901092451182194054126739501953125,1.8,-55.115833333333335,[ 56.05     10.        9.       24.       16.       40.        0.        1.04364],10
10,46.708333333333336,55.115833333333335,2,10.0,56.05,19,0.150000,1.34364,[ 56.05     10.        9.       24.       16.       50.        0.        1.34364],[ 56.05     10.        9.       24.       16.       50.        0.        1.34364],[ 56.05     10.        9.       24.       16.       45.        0.        1.19364],1.1936400000000000343192141372128389775753021240234375,1.8,-55.115833333333335,[ 56.05     10.        9.       24.       16.       45.        0.        1.19364],11
11,46.708333333333336,55.115833333333335,2,10.0,56.05,19,0.150000,1.49364,[ 56.05     10.        9.       24.       16.       55.        0.        1.49364],[ 56.05     10.        9.       24.       16.       55.        0.        1.49364],[ 56.05     10.        9.       24.       16.       50.        0.        1.34364],1.3436399999999999455013721672003157436847686767578125,1.8,-55.115833333333335,[ 56.05     10.        9.       24.       16.       50.        0.        1.34364],12
12,46.708333333333336,37.36647983333333,-2,10.0,56.05,19,-0.166670,1.32697,[ 55.96     10.        9.       24.       17.        0.        0.        1.32697],[ 55.96     10.        9.       24.       17.        0.        0.        1.32697],[ 56.05     10.        9.       24.       16.       55.        0.        1.49364],1.49364000000000007872813512221910059452056884765625,-2.00004,-37.36647983333333,[ 56.05     10.        9.       24.       16.       55.        0.        1.49364],13
